data;Australia;Austria;Belgia;CHRL;Dania;Finlandia;Francja;Grecja;Hiszpania;Holandia;Indie;Iran;Iran;Irlandia;Japonia;Jugosławia;Kanada;Kuwejt;Liban;Libia;Luksemburg;1korona;Portugalia;RFN;USA;Szwajcaria;Szwecja;Turcja;W. Brytania;Włochy;ECU;SDR;;;Tabela Kursów ; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_1991.xls, 2020.02.22)
;1dolar;1szyling;1frank;1CHF cl.;1korona;1marka;1frank;100drachm;100peset;1gulden;1rupia;1rial;1dolar cl.;1funt;100yenów;1nowy dinar;1dolar;1dinar;100funtów;1dinar;1frank;1korona;100escudo;1marka;1dolar;1frank;1korona;100funtów;1funt;100lirów;1ECU;1SDR;;;Nr;
11.10.1991;8821,00;937,00;320,00;7532,00;1710,00;2703,00;1936,00;5920,00;10441,00;5851,00;344,00;168,00;9321,00;17 627,00;8589,00;500,00;9810,00;38564,00;1251,00;38948,00;320,00;1684,00;7666,00;6592,00;11096,00;7532,00;1809,00;230,00;19142,00;882,00;13481,00;15056,00;;;198;/91
14.10.1991;8867,00;935,00;319,00;7513,00;1706,00;2692,00;1930,00;5915,00;10410,00;5837,00;346,00;169,00;9363,00;17 586,00;8585,00;507,00;9861,00;38737,00;1257,00;39123,00;319,00;1680,00;7648,00;6576,00;11146,00;7513,00;1805,00;231,00;19119,00;880,00;13475,00;15215,00;;;199;/91
15.10.1991;8914,00;935,00;320,00;7530,00;1708,00;2700,00;1932,00;5915,00;10440,00;5841,00;346,00;169,00;9365,00;17 594,00;8629,00;506,00;9872,00;38747,00;1257,00;39134,00;320,00;1680,00;7655,00;6582,00;11149,00;7530,00;1807,00;231,00;19160,00;880,00;13491,00;15183,00;;;200;/91
16.10.1991;8974,00;932,00;319,00;7513,00;1703,00;2689,00;1926,00;5933,00;10437,00;5821,00;347,00;170,00;9417,00;17 542,00;8643,00;510,00;9927,00;38962,00;1264,00;39350,00;319,00;1676,00;7636,00;6560,00;11211,00;7513,00;1801,00;231,00;19115,00;878,00;13452,00;15267,00;;;201;/91
17.10.1991;8904,00;934,00;319,00;7533,00;1707,00;2693,00;1930,00;5917,00;10452,00;5834,00;347,00;170,00;9411,00;17 579,00;8602,00;505,00;9911,00;38935,00;1263,00;39323,00;319,00;1679,00;7652,00;6574,00;11203,00;7533,00;1805,00;230,00;19144,00;880,00;13475,00;15218,00;;;202;/91
18.10.1991;8950,00;936,00;320,00;7535,00;1709,00;2696,00;1933,00;5922,00;10469,00;5844,00;348,00;170,00;9411,00;17 614,00;8655,00;506,00;9903,00;38938,00;1263,00;39326,00;320,00;1682,00;7658,00;6584,00;11204,00;7535,00;1808,00;230,00;19169,00;881,00;13481,00;15215,00;;;203;/91
21.10.1991;8926,00;938,00;321,00;7554,00;1713,00;2686,00;1937,00;5936,00;10487,00;5857,00;347,00;170,00;9401,00;17 655,00;8589,00;506,00;9913,00;38895,00;1262,00;39283,00;321,00;1686,00;7669,00;6600,00;11192,00;7554,00;1812,00;229,00;19220,00;883,00;13544,00;15223,00;;;204;/91
22.10.1991;8893,00;942,00;322,00;7565,00;1715,00;2706,00;1943,00;5942,00;10511,00;5881,00;346,00;169,00;9377,00;17 727,00;8572,00;507,00;9898,00;38795,00;1260,00;39182,00;322,00;1691,00;7701,00;6627,00;11163,00;7565,00;1820,00;229,00;19273,00;886,00;13555,00;15204,00;;;205;/91
23.10.1991;8925,00;940,00;321,00;7554,00;1709,00;2726,00;1937,00;5935,00;10491,00;5867,00;347,00;170,00;9424,00;17 670,00;8541,00;510,00;9948,00;38989,00;1267,00;39377,00;321,00;1687,00;7675,00;6611,00;11219,00;7554,00;1815,00;229,00;19203,00;884,00;13534,00;15293,00;;;206;/91
24.10.1991;8842,00;938,00;320,00;7555,00;1705,00;2729,00;1934,00;5918,00;10491,00;5856,00;349,00;171,00;9455,00;17 646,00;8565,00;511,00;9982,00;39119,00;1272,00;39509,00;320,00;1684,00;7667,00;6598,00;11256,00;7555,00;1812,00;229,00;19208,00;883,00;13510,00;15290,00;;;207;/91
25.10.1991;8841,00;939,00;321,00;7560,00;1706,00;2728,00;1937,00;5919,00;10497,00;5867,00;349,00;171,00;9454,00;17 683,00;8567,00;508,00;9994,00;39116,00;1272,00;39506,00;321,00;1687,00;7688,00;6610,00;11255,00;7560,00;1815,00;228,00;19230,00;884,00;13544,00;15259,00;;;208;/91
28.10.1991;8854,00;941,00;322,00;7564,00;1709,00;2719,00;1940,00;5917,00;10521,00;5876,00;349,00;171,00;9455,00;17 713,00;8568,00;508,00;9997,00;39120,00;1273,00;39510,00;322,00;1690,00;7714,00;6621,00;11256,00;7564,00;1818,00;228,00;19248,00;886,00;13559,00;15273,00;;;209;/91
29.10.1991;8864,00;940,00;321,00;7543,00;1707,00;2722,00;1938,00;5907,00;10518,00;5868,00;350,00;171,00;9488,00;17 679,00;8545,00;512,00;10030,00;39255,00;1278,00;39646,00;321,00;1687,00;7689,00;6611,00;11295,00;7543,00;1815,00;228,00;19239,00;885,00;13543,00;15345,00;;;210;/91
30.10.1991;8894,00;939,00;321,00;7540,00;1704,00;2717,00;1936,00;5901,00;10510,00;5863,00;351,00;172,00;9512,00;17 671,00;8588,00;510,00;10073,00;39353,00;1281,00;39746,00;321,00;1686,00;7690,00;6606,00;11324,00;7540,00;1814,00;229,00;19238,00;884,00;13532,00;15325,00;;;211;/91
31.10.1991;8788,00;948,00;324,00;7618,00;1721,00;2739,00;1954,00;5951,00;10604,00;5923,00;346,00;170,00;9411,00;17 845,00;8572,00;502,00;9977,00;38936,00;1268,00;39324,00;324,00;1703,00;7768,00;6673,00;11203,00;7618,00;1831,00;226,00;19454,00;892,00;13641,00;15148,00;;;212;/91
4.11.1991;8705,00;951,00;325,00;7617,00;1724,00;2741,00;1958,00;5978,00;10631,00;5938,00;347,00;170,00;9402,00;17 884,00;8540,00;509,00;9965,00;38901,00;1267,00;39288,00;325,00;1707,00;7781,00;6690,00;11193,00;7617,00;1836,00;227,00;19497,00;893,00;13700,00;15291,00;;;213;/91
5.11.1991;8698,00;961,00;328,00;7676,00;1744,00;2778,00;1978,00;6011,00;10747,00;6002,00;344,00;168,00;9303,00;18 072,00;8569,00;510,00;9893,00;38489,00;1254,00;38872,00;328,00;1726,00;7866,00;6763,00;11075,00;7676,00;1853,00;225,00;19654,00;902,00;13821,00;15156,00;;;214;/91
6.11.1991;8686,00;960,00;328,00;7672,00;1743,00;2775,00;1978,00;6007,00;10746,00;5998,00;345,00;168,00;9326,00;18 065,00;8563,00;519,00;9898,00;38586,00;1257,00;38971,00;328,00;1724,00;7860,00;6758,00;11103,00;7672,00;1852,00;228,00;19648,00;902,00;13816,00;15342,00;;;215;/91
7.11.1991;8717,00;963,00;329,00;7670,00;1746,00;2780,00;1982,00;6012,00;10772,00;6012,00;344,00;168,00;9319,00;18 109,00;8540,00;521,00;9868,00;38555,00;1257,00;38939,00;329,00;1728,00;7872,00;6775,00;11094,00;7670,00;1856,00;226,00;19687,00;904,00;13864,00;15302,00;;;216;/91
8.11.1991;8709,00;964,00;329,00;7680,00;1748,00;2782,00;1983,00;6020,00;10785,00;6020,00;344,00;165,00;9322,00;18 125,00;8547,00;519,00;9883,00;38569,00;1258,00;39036,00;329,00;1729,00;7889,00;6783,00;11098,00;7680,00;1858,00;226,00;19705,00;904,00;13869,00;15322,00;;;217;/91
12.11.1991;8758,00;961,00;328,00;7663,00;1745,00;2776,00;1980,00;6004,00;10751,00;6000,00;346,00;166,00;9374,00;18 074,00;8567,00;525,00;9926,00;38782,00;1265,00;39251,00;328,00;1725,00;7857,00;6762,00;11159,00;7663,00;1852,00;227,00;19643,00;900,00;13838,00;15413,00;;;218;/91
13.11.1991;8737,00;966,00;330,00;7679,00;1752,00;2781,00;1989,00;6010,00;10803,00;6032,00;345,00;165,00;9333,00;18 159,00;8573,00;519,00;9816,00;38616,00;1260,00;39083,00;330,00;1734,00;7893,00;6799,00;11111,00;7679,00;1860,00;225,00;19725,00;903,00;13893,00;15296,00;;;219;/91
14.11.1991;8748,00;966,00;330,00;7670,00;1750,00;2776,00;1990,00;6017,00;10808,00;6032,00;345,00;165,00;9353,00;18 169,00;8575,00;523,00;9788,00;38695,00;1263,00;39163,00;330,00;1734,00;7871,00;6797,00;11134,00;7670,00;1861,00;225,00;19727,00;903,00;13898,00;15387,00;;;220;/91
15.11.1991;8756,00;968,00;331,00;7674,00;1753,00;2779,00;1993,00;6021,00;10832,00;6045,00;345,00;165,00;9348,00;18 196,00;8580,00;523,00;9850,00;38676,00;1262,00;39144,00;331,00;1737,00;7889,00;6812,00;11129,00;7674,00;1864,00;225,00;19749,00;905,00;13928,00;15360,00;;;221;/91
18.11.1991;8752,00;969,00;331,00;7689,00;1756,00;2534,00;1995,00;6027,00;10833,00;6053,00;345,00;165,00;9353,00;18 221,00;8575,00;523,00;9850,00;38697,00;1264,00;39165,00;331,00;1737,00;7790,00;6821,00;11135,00;7689,00;1864,00;224,00;19735,00;904,00;13931,00;15388,00;;;222;/91
19.11.1991;8695,00;977,00;334,00;7751,00;1768,00;2558,00;2010,00;6062,00;10891,00;6102,00;343,00;164,00;9280,00;18 357,00;8547,00;521,00;9791,00;38394,00;1254,00;38859,00;334,00;1750,00;7845,00;6876,00;11048,00;7751,00;1880,00;222,00;19859,00;910,00;14070,00;15265,00;;;223;/91
20.11.1991;8716,00;978,00;334,00;7768,00;1772,00;2527,00;2016,00;6064,00;10908,00;6112,00;343,00;164,00;9283,00;18 395,00;8543,00;521,00;9791,00;38408,00;1255,00;38873,00;334,00;1754,00;7885,00;6887,00;11052,00;7768,00;1886,00;224,00;19820,00;912,00;14052,00;15271,00;;;224;/91
21.11.1991;8720,00;980,00;335,00;7782,00;1777,00;2537,00;2019,00;6073,00;10888,00;6121,00;343,00;164,00;9286,00;18 412,00;8524,00;521,00;9759,00;38419,00;1256,00;38884,00;335,00;1757,00;7917,00;6896,00;11055,00;7782,00;1892,00;224,00;19822,00;913,00;14070,00;15381,00;;;225;/91
22.11.1991;8754,00;980,00;335,00;7771,00;1775,00;2557,00;2020,00;6066,00;10877,00;6121,00;343,00;170,00;9301,00;18 423,00;8538,00;531,00;9764,00;38481,00;1258,00;39404,00;335,00;1754,00;7897,00;6897,00;11072,00;7771,00;1887,00;223,00;19843,00;913,00;14071,00;15408,00;;;226;/91
25.11.1991;8747,00;986,00;337,00;7800,00;1785,00;2570,00;2029,00;6071,00;10825,00;6159,00;342,00;170,00;9266,00;18 528,00;8500,00;529,00;9684,00;38338,00;1254,00;39258,00;337,00;1762,00;7827,00;6939,00;11031,00;7800,00;1895,00;223,00;19805,00;917,00;14130,00;15343,00;;;227;/91
26.11.1991;8725,00;987,00;337,00;7820,00;1788,00;2564,00;2034,00;6105,00;10856,00;6169,00;342,00;169,00;9259,00;18 557,00;8604,00;531,00;9661,00;38308,00;1253,00;39227,00;337,00;1764,00;7854,00;6950,00;11023,00;7820,00;1898,00;223,00;19864,00;919,00;14155,00;15378,00;;;228;/91
27.11.1991;8737,00;986,00;337,00;7812,00;1786,00;2562,00;2031,00;6093,00;10897,00;6160,00;343,00;170,00;9294,00;18 530,00;8617,00;538,00;9737,00;38453,00;1257,00;39376,00;337,00;1763,00;7801,00;6941,00;11065,00;7812,00;1896,00;223,00;19815,00;919,00;14118,00;15507,00;;;229;/91
28.11.1991;8771,00;982,00;336,00;7813,00;1778,00;2554,00;2025,00;6074,00;10841,00;6136,00;345,00;171,00;9352,00;18 433,00;8584,00;540,00;9788,00;38693,00;1265,00;39621,00;336,00;1757,00;7744,00;6914,00;11133,00;7813,00;1887,00;224,00;19740,00;916,00;14075,00;15541,00;;;230;/91
29.11.1991;8751,00;982,00;336,00;7822,00;1778,00;2553,00;2024,00;6072,00;10845,00;6133,00;346,00;171,00;9370,00;18 422,00;8589,00;535,00;9828,00;38766,00;1268,00;39695,00;336,00;1756,00;7756,00;6912,00;11154,00;7822,00;1887,00;222,00;19742,00;916,00;14086,00;15482,00;;;231;/91
2.12.1991;8797,00;977,00;334,00;7807,00;1770,00;2545,00;2015,00;6050,00;10834,00;6104,00;348,00;173,00;9429,00;18 347,00;8639,00;538,00;9891,00;39009,00;1276,00;39945,00;334,00;1750,00;7759,00;6879,00;11224,00;7807,00;1880,00;223,00;19761,00;914,00;14027,00;15579,00;;;232;/91
3.12.1991;8739,00;985,00;337,00;7831,00;1784,00;2563,00;2030,00;6080,00;10872,00;6152,00;346,00;171,00;9367,00;18 471,00;8584,00;531,00;9841,00;38754,00;1268,00;39684,00;337,00;1761,00;7794,00;6934,00;11151,00;7831,00;1893,00;220,00;19817,00;919,00;14112,00;15477,00;;;233;/91
4.12.1991;8776,00;985,00;336,00;7831,00;1782,00;2560,00;2029,00;6078,00;10854,00;6149,00;347,00;172,00;9389,00;18 463,00;8636,00;534,00;9863,00;38845,00;1271,00;39777,00;336,00;1760,00;7790,00;6931,00;11177,00;7831,00;1892,00;222,00;19807,00;918,00;14106,00;15520,00;;;234;/91
5.12.1991;8771,00;988,00;337,00;7849,00;1787,00;2567,00;2034,00;6100,00;10861,00;6169,00;346,00;171,00;9371,00;18 516,00;8629,00;532,00;9825,00;38771,00;1268,00;39701,00;337,00;1765,00;7829,00;6953,00;11156,00;7849,00;1896,00;220,00;19851,00;920,00;14150,00;15484,00;;;235;/91
6.12.1991;8701,00;991,00;339,00;7877,00;1793,00;2571,00;2041,00;6115,00;10905,00;6192,00;345,00;169,00;9349,00;18 587,00;8641,00;533,00;9803,00;38680,00;1266,00;39693,00;339,00;1770,00;7877,00;6977,00;11130,00;7877,00;1904,00;220,00;19893,00;923,00;14187,00;15473,00;;;236;/91
9.12.1991;8619,00;994,00;340,00;7904,00;1798,00;2578,00;2046,00;6123,00;10937,00;6210,00;344,00;169,00;9330,00;18 654,00;8635,00;536,00;9751,00;38600,00;1264,00;39611,00;340,00;1776,00;7872,00;6997,00;11107,00;7904,00;1909,00;220,00;19962,00;925,00;14212,00;15486,00;;;237;/91
10.12.1991;8580,00;999,00;341,00;7966,00;1808,00;2591,00;2057,00;6132,00;10961,00;6240,00;343,00;168,00;9293,00;18 722,00;8634,00;534,00;9739,00;38447,00;1259,00;39454,00;341,00;1784,00;7888,00;7031,00;11063,00;7966,00;1919,00;221,00;19987,00;929,00;14276,00;15468,00;;;238;/91
11.12.1991;8654,00;1000,00;342,00;7972,00;1809,00;2595,00;2060,00;6129,00;11002,00;6248,00;342,00;168,00;9293,00;18 738,00;8633,00;534,00;9760,00;38447,00;1259,00;39453,00;342,00;1786,00;7947,00;7039,00;11063,00;7972,00;1921,00;220,00;20034,00;931,00;14265,00;15527,00;;;239;/91
12.12.1991;8584,00;996,00;340,00;7936,00;1801,00;2588,00;2052,00;6128,00;10988,00;6219,00;345,00;169,00;9352,00;18 675,00;8591,00;537,00;9772,00;38694,00;1267,00;39707,00;340,00;1779,00;7919,00;7008,00;11134,00;7936,00;1916,00;221,00;20043,00;928,00;14274,00;15635,00;;;240;/91
13.12.1991;8565,00;1000,00;342,00;7989,00;1810,00;2599,00;2062,00;6134,00;11028,00;6250,00;343,00;168,00;9314,00;18 759,00;8598,00;535,00;9701,00;38536,00;1261,00;39545,00;342,00;1788,00;7936,00;7042,00;11088,00;7989,00;1926,00;219,00;20084,00;933,00;14322,00;15487,00;;;241;/91
16.12.1991;8573,00;999,00;341,00;7963,00;1807,00;2597,00;2057,00;6127,00;11029,00;6239,00;345,00;169,00;9345,00;18 739,00;8646,00;537,00;9744,00;38665,00;1266,00;39677,00;341,00;1785,00;7908,00;7029,00;11126,00;7963,00;1924,00;219,00;20144,00;930,00;14308,00;15602,00;;;242;/91
17.12.1991;8607,00;999,00;342,00;7958,00;1809,00;2602,00;2060,00;6141,00;11045,00;6244,00;345,00;169,00;9344,00;18 761,00;8667,00;537,00;9733,00;38658,00;1265,00;39670,00;342,00;1790,00;7928,00;7035,00;11124,00;7958,00;1927,00;218,00;20247,00;932,00;14333,00;15573,00;;;243;/91
18.12.1991;8596,00;1003,00;343,00;7980,00;1814,00;2605,00;2066,00;6155,00;11072,00;6262,00;344,00;169,00;9330,00;18 813,00;8655,00;536,00;9711,00;38601,00;1264,00;39611,00;343,00;1794,00;7995,00;7057,00;11107,00;7980,00;1932,00;219,00;20253,00;934,00;14365,00;15573,00;;;244;/91
19.12.1991;8584,00;1005,00;344,00;7994,00;1818,00;2609,00;2070,00;6174,00;11112,00;6278,00;344,00;168,00;9321,00;18 852,00;8654,00;535,00;9677,00;38563,00;1262,00;39573,00;344,00;1799,00;7993,00;7073,00;11096,00;7994,00;1938,00;219,00;20282,00;936,00;14399,00;15584,00;;;245;/91
20.12.1991;8592,00;1005,00;343,00;7987,00;1817,00;2611,00;2069,00;6165,00;11127,00;6273,00;345,00;172,00;9340,00;18 847,00;8618,00;536,00;9694,00;38645,00;1265,00;40464,00;343,00;1798,00;7981,00;7069,00;11120,00;7987,00;1939,00;219,00;20310,00;936,00;14389,00;15642,00;;;246;/91
23.12.1991;8484,00;1011,00;345,00;8021,00;1827,00;2609,00;2081,00;6193,00;11155,00;6313,00;343,00;171,00;9296,00;18 960,00;8629,00;534,00;9563,00;38461,00;1259,00;40272,00;345,00;1806,00;8039,00;7114,00;11067,00;8021,00;1947,00;218,00;20317,00;940,00;14446,00;15543,00;;;247;/91
24.12.1991;8305,00;1023,00;349,00;8101,00;1847,00;2633,00;2105,00;6240,00;11303,00;6384,00;339,00;169,00;9175,00;19 157,00;8596,00;540,00;9431,00;37962,00;1243,00;39750,00;349,00;1824,00;8085,00;7199,00;10923,00;8101,00;1967,00;217,00;20498,00;949,00;14584,00;15409,00;;;248;/91
27.12.1991;8326,00;1024,00;350,00;8105,00;1848,00;2639,00;2108,00;6255,00;11313,00;6398,00;339,00;169,00;9184,00;19 162,00;8609,00;540,00;9430,00;37999,00;1244,00;39788,00;350,00;1827,00;8079,00;7203,00;10934,00;8105,00;1969,00;218,00;20517,00;952,00;14613,00;15606,00;;;249;/91
30.12.1991;8313,00;1024,00;350,00;8101,00;1851,00;2636,00;2109,00;6248,00;11322,00;6396,00;339,00;169,00;9190,00;19 146,00;8697,00;558,00;9417,00;38021,00;1245,00;39812,00;350,00;1829,00;8113,00;7212,00;10940,00;8101,00;1971,00;217,00;20526,00;951,00;14622,00;15669,00;;;250;/91
31.12.1991;8331,00;1025,00;350,00;8098,00;1851,00;2649,00;2112,00;6254,00;11320,00;6401,00;340,00;169,00;9204,00;19 169,00;8701,00;559,00;9446,00;38080,00;1247,00;39873,00;350,00;1830,00;8138,00;7215,00;10957,00;8098,00;1971,00;216,00;20511,00;952,00;14646,00;15669,00;;;251;/91
