;1 THB;1 USD;1 AUD;1 HKD;1 CAD;1 NZD;1 SGD;1 EUR;100 HUF;1 CHF;1 GBP;1 UAH;100 JPY;1 CZK;1 DKK;100 ISK;1 NOK;1 SEK;1 HRK;1 RON;1 BGN;1 TRY;1 LTL;1 LVL;1 ILS;100 CLP;1 PHP;1 MXN;1 ZAR;1 BRL;1 MYR;1 RUB;10000 IDR;100 INR;100 KRW;1 CNY;1 XDR;;Nr tabeli;
data;bat (Tajlandia);dolar amerykański;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Węgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duńska;korona islandzka;korona norweska;korona szwedzka;kuna chorwacka;lej rumuński;lew bułgarski;lira turecka;lit litewski;łat łotewski;n. izraelski szekel;peso chilijskie;peso filipińskie;peso meksykańskie;rand (RPA);real brazylijski;ringgit malezyjski;rubel rosyjski;rupia (Indonezja);rupia indyjska;won (Korea Płd.);yuan renminbi(Chiny);SDR (MFW);;;
31.12.2010;0,0987;2,9641;3,0177;0,3813;2,9691;2,2966;2,3100;3,9603;1,4206;3,1639;4,5938;0,3722;3,6440;0,1580;0,5313;2,5750;0,5071;0,4415;0,5365;0,9238;2,0249;1,9227;1,1469;5,5830;;;0,0680;0,2393;0,4453;1,7861;0,9613;0,0970;3,3134;;0,2644;0,4497;4,5926;;255;/A/NBP/2010
3.01.2011;0,0992;2,9822;3,0406;0,3833;3,0008;2,3188;2,3190;3,9622;1,4212;3,1790;4,6075;0,3718;3,6590;0,1585;0,5317;2,5779;0,5088;0,4424;0,5367;0,9262;2,0259;1,9183;1,1475;5,5861;;;0,0681;0,2401;0,4488;1,7970;0,9732;0,0968;3,2943;;0,2651;0,4525;4,5948;;1;/A/NBP/2011
4.01.2011;0,0980;2,9415;2,9700;0,3788;2,9599;2,2592;2,2888;3,9433;1,4270;3,1235;4,5975;0,3701;3,5843;0,1583;0,5291;2,5673;0,5037;0,4399;0,5337;0,9240;2,0162;1,8990;1,1420;5,5586;;;0,0675;0,2407;0,4427;1,7864;0,9606;0,0964;3,2916;;0,2630;0,4456;4,5667;;2;/A/NBP/2011
5.01.2011;0,0977;2,9476;2,9541;0,3792;2,9490;2,2577;2,2860;3,9095;1,4116;3,0985;4,5945;0,3700;3,5928;0,1573;0,5246;2,5436;0,5003;0,4373;0,5284;0,9161;1,9989;1,9044;1,1323;5,5297;;;0,0673;0,2406;0,4379;1,7736;0,9608;0,0955;3,2688;;0,2619;0,4453;4,5046;;3;/A/NBP/2011
7.01.2011;0,0982;2,9818;2,9575;0,3835;2,9808;2,2582;2,2967;3,8730;1,3976;3,0948;4,6082;0,3707;3,5704;0,1570;0,5198;2,5356;0,5007;0,4341;0,5230;0,9096;1,9803;1,9096;1,1217;5,5269;;;0,0674;0,2437;0,4370;1,7677;0,9713;0,0962;3,3087;;0,2649;0,4498;4,5316;;4;/A/NBP/2011
10.01.2011;0,0985;3,0268;2,9972;0,3895;3,0371;2,2932;2,3271;3,9082;1,3988;3,1348;4,6934;0,3801;3,6379;0,1587;0,5246;2,5628;0,5066;0,4377;0,5281;0,9163;1,9983;1,9104;1,1319;5,5792;;;0,0681;0,2470;0,4419;1,7991;0,9825;0,0971;3,3403;;0,2688;0,4560;4,5983;;5;/A/NBP/2011
11.01.2011;0,0984;3,0065;2,9561;0,3865;3,0282;2,2757;2,3188;3,8858;1,3943;3,0981;4,6687;0,3768;3,6155;0,1585;0,5217;2,5364;0,5031;0,4368;0,5249;0,9125;1,9868;1,9025;1,1254;5,5452;;;0,0681;0,2459;0,4390;1,7812;0,9789;0,0981;3,3071;;0,2674;0,4541;4,5885;;6;/A/NBP/2011
12.01.2011;0,0971;2,9466;2,9233;0,3791;2,9848;2,2436;2,2844;3,8403;1,3914;3,0319;4,6130;0,3695;3,5478;0,1573;0,5155;2,4905;0,4973;0,4334;0,5190;0,9033;1,9635;1,8807;1,1122;5,4783;;;0,0670;0,2438;0,4309;1,7503;0,9620;0,0971;3,2676;;0,2642;0,4462;4,5284;;7;/A/NBP/2011
13.01.2011;0,0965;2,9353;2,9254;0,3775;2,9717;2,2512;2,2791;3,8613;1,4030;3,0159;4,6215;0,3681;3,5370;0,1582;0,5183;2,4992;0,4966;0,4344;0,5216;0,9072;1,9743;1,8808;1,1183;5,5106;;;0,0664;0,2430;0,4289;1,7545;0,9613;0,0975;3,2681;;0,2640;0,4443;4,5452;;8;/A/NBP/2011
14.01.2011;0,0954;2,9048;2,8799;0,3735;2,9222;2,2246;2,2509;3,8833;1,4077;3,0158;4,6005;0,3651;3,5065;0,1590;0,5213;2,4973;0,4948;0,4331;0,5249;0,9100;1,9855;1,8736;1,1247;5,5314;;;0,0656;0,2397;0,4228;1,7366;0,9495;0,0968;3,2120;;0,2601;0,4408;4,5219;;9;/A/NBP/2011
17.01.2011;0,0954;2,9181;2,8911;0,3751;2,9531;2,2462;2,2597;3,8692;1,4046;3,0167;4,6321;0,3669;3,5242;0,1588;0,5194;2,4926;0,4965;0,4337;0,5232;0,9086;1,9783;1,8769;1,1206;5,5133;;;0,0656;0,2426;0,4212;1,7304;0,9539;0,0971;3,1950;;0,2611;0,4424;4,4841;;10;/A/NBP/2011
18.01.2011;0,0945;2,8848;2,8805;0,3703;2,9273;2,2303;2,2469;3,8656;1,4184;3,0060;4,6228;0,3642;3,4932;0,1595;0,5188;2,4599;0,4944;0,4332;0,5229;0,9086;1,9764;1,8774;1,1195;5,5026;;;0,0648;0,2410;0,4210;1,7162;0,9434;0,0965;3,2086;;0,2595;0,4381;4,4799;;11;/A/NBP/2011
19.01.2011;0,0948;2,8879;2,9013;0,3713;2,9089;2,2396;2,2531;3,8860;1,4261;3,0128;4,6147;0,3629;3,5118;0,1599;0,5216;2,4641;0,4956;0,4354;0,5258;0,9122;1,9869;1,8768;1,1254;5,5301;;;0,0652;0,2400;0,4170;1,7247;0,9459;0,0967;3,2010;;0,2599;0,4386;4,5071;;12;/A/NBP/2011
20.01.2011;0,0944;2,8856;2,8749;0,3708;2,8935;2,2063;2,2436;3,8929;1,4256;3,0246;4,6135;0,3637;3,5130;0,1602;0,5224;2,4646;0,4938;0,4348;0,5267;0,9124;1,9903;1,8555;1,1274;5,5297;;;0,0648;0,2385;0,4106;1,7262;0,9453;0,0964;3,1929;;0,2576;0,4381;4,4791;;13;/A/NBP/2011
21.01.2011;0,0940;2,8779;2,8382;0,3696;2,8855;2,1746;2,2383;3,8936;1,4143;2,9870;4,5732;0,3637;3,4718;0,1601;0,5225;2,4590;0,4924;0,4334;0,5266;0,9130;1,9908;1,8196;1,1276;5,5385;;;0,0647;0,2383;0,4039;1,7210;0,9402;0,0959;3,1934;;0,2565;0,4372;4,4957;;14;/A/NBP/2011
24.01.2011;0,0923;2,8561;2,8272;0,3663;2,8661;2,1683;2,2245;3,8765;1,4121;2,9759;4,5568;0,3593;3,4498;0,1596;0,5201;2,4345;0,4909;0,4327;0,5243;0,9077;1,9821;1,8119;1,1227;5,5103;;;0,0640;0,2369;0,4041;1,7035;0,9345;0,0957;3,1471;;0,2545;0,4339;4,4571;;15;/A/NBP/2011
25.01.2011;0,0923;2,8558;2,8392;0,3666;2,8702;2,1802;2,2267;3,8777;1,4081;3,0120;4,5053;0,3578;3,4624;0,1601;0,5202;2,4365;0,4921;0,4339;0,5236;0,9097;1,9827;1,8290;1,1230;5,5151;;;0,0641;0,2365;0,4062;1,7095;0,9359;0,0959;3,1303;;0,2551;0,4339;4,4468;;16;/A/NBP/2011
26.01.2011;0,0917;2,8280;2,8209;0,3631;2,8421;2,1720;2,2101;3,8777;1,4098;2,9929;4,4767;0,3567;3,4415;0,1597;0,5203;2,4388;0,4926;0,4365;0,5231;0,9102;1,9827;1,7973;1,1230;5,5112;;;0,0638;0,2339;0,3987;1,6914;0,9266;0,0950;3,1297;;0,2531;0,4296;4,4462;;17;/A/NBP/2011
27.01.2011;0,0923;2,8508;2,8267;0,3663;2,8607;2,1967;2,2266;3,9009;1,4221;3,0171;4,5296;0,3592;3,4421;0,1612;0,5234;2,4519;0,4936;0,4412;0,5263;0,9141;1,9945;1,8108;1,1297;5,5332;;;0,0645;0,2372;0,4036;1,7097;0,9339;0,0960;3,1529;;0,2558;0,4330;4,4551;;18;/A/NBP/2011
28.01.2011;0,0918;2,8501;2,8275;0,3656;2,8617;2,2034;2,2259;3,9111;1,4390;3,0138;4,5257;0,3586;3,4485;0,1615;0,5247;2,4645;0,4931;0,4414;0,5269;0,9192;1,9997;1,7905;1,1327;5,5492;;;0,0646;0,2362;0,3995;1,7001;0,9327;0,0960;3,1611;;0,2558;0,4328;4,4599;;19;/A/NBP/2011
31.01.2011;0,0933;2,8845;2,8625;0,3699;2,8828;2,2184;2,2490;3,9345;1,4396;3,0590;4,5769;0,3632;3,5090;0,1621;0,5278;2,4787;0,4962;0,4432;0,5303;0,9244;2,0118;1,7982;1,1395;5,5947;;;0,0651;0,2370;0,4027;1,7122;0,9419;0,0967;3,1800;;0,2573;0,4366;4,4892;;20;/A/NBP/2011
1.02.2011;0,0921;2,8468;2,8637;0,3654;2,8530;2,2109;2,2323;3,9129;1,4415;3,0235;4,5829;0,3576;3,4904;0,1620;0,5248;2,4633;0,4957;0,4441;0,5279;0,9191;2,0007;1,7912;1,1332;5,5716;;;0,0644;0,2357;0,3986;1,7083;0,9301;0,0960;3,1568;;0,2554;0,4317;4,4637;;21;/A/NBP/2011
2.02.2011;0,0916;2,8230;2,8550;0,3629;2,8581;2,2061;2,2161;3,9019;1,4488;3,0188;4,5749;0,3550;3,4657;0,1620;0,5234;2,4574;0,4943;0,4409;0,5258;0,9165;1,9950;1,7881;1,1301;5,5630;;;0,0642;0,2351;0,3959;1,6984;0,9276;0,0960;3,1347;;0,2534;0,4305;4,4512;;22;/A/NBP/2011
3.02.2011;0,0923;2,8424;2,8812;0,3651;2,8799;2,1971;2,2343;3,9173;1,4514;3,0145;4,6211;0,3571;3,4813;0,1623;0,5254;2,4684;0,4962;0,4410;0,5280;0,9194;2,0029;1,8011;1,1345;5,5882;;;0,0648;0,2367;0,3961;1,7048;0,9341;0,0969;3,1452;;0,2552;0,4335;4,4613;;23;/A/NBP/2011
4.02.2011;0,0932;2,8666;2,9194;0,3682;2,8953;2,2136;2,2505;3,9075;1,4468;3,0259;4,6232;0,3603;3,5128;0,1627;0,5242;2,4711;0,4996;0,4435;0,5269;0,9163;1,9979;1,7904;1,1317;5,5726;;;0,0655;0,2385;0,3935;1,7185;0,9418;0,0974;3,1691;;0,2573;0,4370;4,4638;;24;/A/NBP/2011
7.02.2011;0,0926;2,8438;2,8831;0,3655;2,8771;2,1888;2,2302;3,8684;1,4407;2,9713;4,5921;0,3576;3,4524;0,1608;0,5189;2,4499;0,4926;0,4390;0,5217;0,9101;1,9779;1,8052;1,1203;5,5153;;;0,0652;0,2378;0,3916;1,6996;0,9364;0,0968;3,1754;;0,2577;0,4334;4,4371;;25;/A/NBP/2011
8.02.2011;0,0927;2,8471;2,8970;0,3659;2,8793;2,2081;2,2380;3,8742;1,4450;2,9819;4,5892;0,3577;3,4673;0,1613;0,5197;2,4547;0,4938;0,4417;0,5224;0,9109;1,9809;1,8133;1,1220;5,5212;;;0,0656;0,2376;0,3945;1,6963;0,9386;0,0973;3,1854;;0,2583;0,4345;4,4551;;26;/A/NBP/2011
9.02.2011;0,0930;2,8581;2,8880;0,3670;2,8750;2,2032;2,2407;3,8993;1,4389;2,9652;4,5971;0,3589;3,4613;0,1614;0,5230;2,4625;0,4945;0,4435;0,5259;0,9160;1,9937;1,8012;1,1293;5,5530;;;0,0656;0,2372;0,3952;1,7173;0,9410;0,0974;3,1935;;0,2574;0,4336;4,4738;;27;/A/NBP/2011
10.02.2011;0,0936;2,8795;2,8899;0,3697;2,8842;2,2079;2,2523;3,9248;1,4390;2,9939;4,6234;0,3617;3,4819;0,1619;0,5264;2,4692;0,4947;0,4437;0,5294;0,9215;2,0067;1,8042;1,1367;5,5766;;;0,0659;0,2376;0,3958;1,7185;0,9454;0,0980;3,2170;;0,2573;0,4371;4,4911;;28;/A/NBP/2011
11.02.2011;0,0944;2,9116;2,9049;0,3735;2,9188;2,2052;2,2680;3,9370;1,4432;2,9979;4,6702;0,3654;3,4873;0,1623;0,5280;2,4768;0,4954;0,4460;0,5313;0,9232;2,0130;1,8231;1,1402;5,5923;;;0,0665;0,2405;0,3990;1,7435;0,9535;0,0993;3,2377;;0,2578;0,4416;4,5193;;29;/A/NBP/2011
14.02.2011;0,0950;2,9219;2,9293;0,3749;2,9598;2,2101;2,2807;3,9337;1,4467;3,0036;4,6799;0,3668;3,5077;0,1626;0,5275;2,4832;0,4968;0,4487;0,5308;0,9259;2,0113;1,8399;1,1392;5,5853;;;0,0669;0,2426;0,4015;1,7556;0,9569;0,0998;3,2523;;0,2599;0,4429;4,5205;;30;/A/NBP/2011
15.02.2011;0,0952;2,9159;2,9210;0,3739;2,9569;2,1964;2,2739;3,9398;1,4531;3,0067;4,6691;0,3660;3,4898;0,1619;0,5284;2,4771;0,5002;0,4488;0,5306;0,9275;2,0144;1,8236;1,1410;5,5820;;;0,0667;0,2417;0,3996;1,7495;0,9551;0,0996;3,2866;;0,2601;0,4426;4,5486;;31;/A/NBP/2011
16.02.2011;0,0943;2,8864;2,8877;0,3706;2,9275;2,1795;2,2585;3,9123;1,4439;3,0006;4,6583;0,3627;3,4529;0,1609;0,5247;2,4598;0,4984;0,4467;0,5282;0,9190;2,0004;1,8189;1,1331;5,5470;;;0,0662;0,2382;0,3959;1,7300;0,9481;0,0986;3,2528;;0,2582;0,4381;4,5064;;32;/A/NBP/2011
17.02.2011;0,0941;2,8790;2,8901;0,3698;2,9229;2,1746;2,2513;3,9068;1,4489;3,0109;4,6443;0,3614;3,4465;0,1604;0,5240;2,4525;0,5015;0,4472;0,5275;0,9190;1,9975;1,8250;1,1315;5,5447;;;0,0663;0,2384;0,3981;1,7185;0,9454;0,0983;3,2455;;0,2575;0,4372;4,4957;;33;/A/NBP/2011
18.02.2011;0,0942;2,8803;2,9137;0,3701;2,9291;2,1928;2,2590;3,9105;1,4502;3,0247;4,6720;0,3621;3,4540;0,1606;0,5246;2,4570;0,5040;0,4486;0,5279;0,9203;1,9994;1,8249;1,1325;5,5523;;;0,0665;0,2397;0,3997;1,7198;0,9497;0,0985;3,2405;;0,2588;0,4383;4,4893;;34;/A/NBP/2011
21.02.2011;0,0942;2,8755;2,9034;0,3694;2,9165;2,1934;2,2528;3,9295;1,4489;3,0320;4,6633;0,3611;3,4572;0,1606;0,5271;2,4618;0,5052;0,4482;0,5304;0,9266;2,0092;1,8159;1,1380;5,5769;;;0,0662;0,2389;0,4023;1,7163;0,9476;0,0985;3,2549;;0,2569;0,4379;4,4931;;35;/A/NBP/2011
22.02.2011;0,0953;2,9198;2,9248;0,3748;2,9614;2,1847;2,2797;3,9632;1,4531;3,0924;4,7170;0,3675;3,5235;0,1617;0,5316;2,4758;0,5106;0,4495;0,5349;0,9358;2,0264;1,8218;1,1478;5,6279;;;0,0668;0,2410;0,4049;1,7503;0,9579;0,0997;3,2700;;0,2588;0,4438;4,5316;;36;/A/NBP/2011
23.02.2011;0,0943;2,8868;2,8948;0,3705;2,9181;2,1547;2,2607;3,9575;1,4510;3,0773;4,6901;0,3634;3,4906;0,1614;0,5308;2,4697;0,5114;0,4505;0,5336;0,9365;2,0235;1,8113;1,1461;5,6175;;;0,0663;0,2379;0,4053;1,7285;0,9477;0,0986;3,2613;;0,2568;0,4392;4,5267;;37;/A/NBP/2011
24.02.2011;0,0946;2,8941;2,9117;0,3714;2,9428;2,1635;2,2622;3,9916;1,4554;3,1296;4,6869;0,3644;3,5366;0,1627;0,5354;2,4899;0,5162;0,4538;0,5380;0,9419;2,0409;1,8005;1,1560;5,6659;;;0,0661;0,2375;0,4083;1,7289;0,9446;0,0995;3,2637;;0,2550;0,4403;4,5565;;38;/A/NBP/2011
25.02.2011;0,0940;2,8770;2,9077;0,3692;2,9297;2,1508;2,2587;3,9757;1,4568;3,1007;4,6337;0,3628;3,5088;0,1624;0,5333;2,4755;0,5128;0,4504;0,5356;0,9426;2,0328;1,8000;1,1514;5,6417;;;0,0658;0,2373;0,4096;1,7278;0,9424;0,0995;3,2538;;0,2553;0,4375;4,5297;;39;/A/NBP/2011
28.02.2011;0,0941;2,8765;2,9214;0,3695;2,9468;2,1609;2,2637;3,9763;1,4601;3,1043;4,6583;0,3620;3,5178;0,1628;0,5333;2,4782;0,5137;0,4524;0,5353;0,9436;2,0331;1,7958;1,1516;5,6441;;;0,0660;0,2376;0,4120;1,7294;0,9429;0,0995;3,2609;;0,2555;0,4379;4,5350;;40;/A/NBP/2011
1.03.2011;0,0938;2,8643;2,9172;0,3678;2,9480;2,1503;2,2543;3,9612;1,4633;3,0739;4,6676;0,3607;3,4880;0,1625;0,5313;2,4703;0,5123;0,4545;0,5337;0,9416;2,0253;1,7811;1,1472;5,6227;;;0,0659;0,2369;0,4115;1,7224;0,9436;0,0997;3,2492;;0,2552;0,4358;4,5042;;41;/A/NBP/2011
2.03.2011;0,0946;2,8843;2,9182;0,3703;2,9528;2,1388;2,2695;3,9776;1,4603;3,1130;4,6953;0,3628;3,5198;0,1633;0,5335;2,4846;0,5151;0,4556;0,5358;0,9458;2,0337;1,7839;1,1520;5,6412;;;0,0663;0,2376;0,4135;1,7340;0,9499;0,1010;3,2725;;0,2559;0,4388;4,5254;;42;/A/NBP/2011
3.03.2011;0,0943;2,8704;2,9171;0,3686;2,9472;2,1406;2,2627;3,9773;1,4669;3,0993;4,6701;0,3612;3,5067;0,1639;0,5334;2,4802;0,5170;0,4553;0,5367;0,9469;2,0336;1,7770;1,1519;5,6448;;;0,0662;0,2375;0,4167;1,7318;0,9470;0,1015;3,2597;;0,2559;0,4368;4,5322;;43;/A/NBP/2011
4.03.2011;0,0939;2,8646;2,9017;0,3678;2,9416;2,1095;2,2609;3,9988;1,4651;3,0794;4,6519;0,3607;3,4710;0,1648;0,5363;2,4833;0,5137;0,4535;0,5397;0,9486;2,0446;1,7905;1,1581;5,6664;;;0,0662;0,2389;0,4144;1,7374;0,9456;0,1016;3,2587;;0,2570;0,4362;4,5483;;44;/A/NBP/2011
7.03.2011;0,0933;2,8372;2,8838;0,3644;2,9226;2,0949;2,2439;3,9795;1,4662;3,0658;4,6308;0,3589;3,4562;0,1640;0,5337;2,4675;0,5111;0,4484;0,5374;0,9461;2,0347;1,7722;1,1525;5,6367;;;0,0656;0,2363;0,4122;1,7141;0,9358;0,1009;3,2371;;0,2539;0,4327;4,4999;;45;/A/NBP/2011
8.03.2011;0,0941;2,8549;2,8865;0,3665;2,9379;2,1124;2,2509;3,9756;1,4668;3,0627;4,6185;0,3586;3,4608;0,1643;0,5331;2,4617;0,5121;0,4491;0,5369;0,9496;2,0327;1,7929;1,1514;5,6304;;;0,0657;0,2368;0,4142;1,7262;0,9408;0,1008;3,2492;;0,2553;0,4345;4,4838;;46;/A/NBP/2011
9.03.2011;0,0946;2,8644;2,8922;0,3677;2,9489;2,1203;2,2578;3,9758;1,4563;3,0698;4,6360;0,3608;3,4577;0,1635;0,5330;2,4630;0,5135;0,4513;0,5371;0,9488;2,0328;1,8019;1,1514;5,6346;;;0,0660;0,2381;0,4149;1,7321;0,9444;0,1012;3,2341;;0,2568;0,4366;4,5068;;47;/A/NBP/2011
10.03.2011;0,0951;2,8849;2,8961;0,3703;2,9772;2,1221;2,2691;3,9915;1,4637;3,0929;4,6641;0,3634;3,4784;0,1642;0,5352;2,4754;0,5138;0,4530;0,5400;0,9515;2,0409;1,8199;1,1560;5,6497;;;0,0663;0,2418;0,4183;1,7445;0,9504;0,1013;3,2468;;0,2573;0,4388;4,5155;;48;/A/NBP/2011
11.03.2011;0,0960;2,9212;2,9185;0,3749;3,0012;2,1512;2,2942;4,0316;1,4722;3,1277;4,6787;0,3673;3,5360;0,1656;0,5406;2,5025;0,5159;0,4567;0,5453;0,9588;2,0614;1,8455;1,1676;5,7064;;;0,0670;0,2436;0,4210;1,7596;0,9609;0,1018;3,3279;;0,2592;0,4443;4,5830;;49;/A/NBP/2011
14.03.2011;0,0951;2,8825;2,9071;0,3698;2,9651;2,1269;2,2740;4,0211;1,4751;3,1057;4,6406;0,3632;3,5197;0,1653;0,5392;2,4929;0,5136;0,4544;0,5439;0,9608;2,0560;1,8241;1,1646;5,6932;;;0,0661;0,2418;0,4195;1,7295;0,9487;0,1008;3,2886;;0,2555;0,4387;4,5763;;50;/A/NBP/2011
15.03.2011;0,0961;2,9284;2,8920;0,3755;2,9646;2,1332;2,2879;4,0618;1,4851;3,1764;4,6862;0,3681;3,5929;0,1668;0,5446;2,5205;0,5143;0,4536;0,5498;0,9702;2,0768;1,8466;1,1763;5,7476;;;0,0668;0,2429;0,4187;1,7653;0,9544;0,1016;3,3400;;0,2577;0,4457;4,5926;;51;/A/NBP/2011
16.03.2011;0,0955;2,9052;2,8823;0,3726;2,9573;2,1281;2,2722;4,0557;1,4807;3,1668;4,6754;0,3647;3,5995;0,1663;0,5438;2,5152;0,5132;0,4524;0,5499;0,9702;2,0737;1,8354;1,1746;5,7381;;;0,0664;0,2418;0,4155;1,7449;0,9525;0,1013;3,3097;;0,2564;0,4421;4,5976;;52;/A/NBP/2011
17.03.2011;0,0958;2,9077;2,8590;0,3727;2,9379;2,0965;2,2703;4,0800;1,4907;3,2211;4,6932;0,3663;3,6941;0,1672;0,5470;2,5245;0,5174;0,4529;0,5534;0,9763;2,0861;1,8315;1,1816;5,7741;;;0,0661;0,2393;0,4126;1,7351;0,9511;0,1017;3,3088;;0,2562;0,4418;4,6162;;53;/A/NBP/2011
18.03.2011;0,0951;2,8850;2,8554;0,3699;2,9372;2,0937;2,2581;4,0615;1,4837;3,1933;4,6407;0,3632;3,5414;0,1664;0,5446;2,5131;0,5139;0,4514;0,5496;0,9744;2,0766;1,8198;1,1763;5,7447;;;0,0660;0,2385;0,4088;1,7188;0,9451;0,1014;3,2903;;0,2561;0,4392;4,6002;;54;/A/NBP/2011
21.03.2011;0,0945;2,8588;2,8723;0,3666;2,9198;2,1018;2,2554;4,0477;1,4911;3,1567;4,6427;0,3592;3,5193;0,1659;0,5428;2,5021;0,5140;0,4568;0,5486;0,9711;2,0696;1,8135;1,1723;5,7066;;;0,0656;0,2379;0,4109;1,7130;0,9403;0,1009;3,2772;;0,2548;0,4354;4,5424;;55;/A/NBP/2011
22.03.2011;0,0938;2,8358;2,8672;0,3637;2,9054;2,1076;2,2438;4,0345;1,4924;3,1424;4,6435;0,3562;3,4966;0,1648;0,5410;2,4927;0,5109;0,4530;0,5470;0,9736;2,0628;1,8061;1,1685;5,6888;;;0,0654;0,2369;0,4103;1,7014;0,9362;0,1007;3,2511;;0,2530;0,4328;4,5158;;56;/A/NBP/2011
23.03.2011;0,0939;2,8446;2,8770;0,3649;2,9006;2,1047;2,2505;4,0353;1,4963;3,1599;4,6367;0,3569;3,5164;0,1653;0,5411;2,4939;0,5116;0,4519;0,5467;0,9781;2,0632;1,8202;1,1687;5,6915;;;0,0654;0,2374;0,4097;1,7147;0,9401;0,1007;3,2607;;0,2534;0,4338;4,5255;;57;/A/NBP/2011
24.03.2011;0,0942;2,8516;2,8966;0,3658;2,9152;2,1292;2,2592;4,0270;1,4998;3,1311;4,6097;0,3584;3,5218;0,1650;0,5400;2,4927;0,5104;0,4507;0,5453;0,9814;2,0590;1,8323;1,1663;5,6790;;;0,0656;0,2378;0,4112;1,7162;0,9415;0,1005;3,2705;;0,2548;0,4345;4,5247;;58;/A/NBP/2011
25.03.2011;0,0940;2,8425;2,9087;0,3647;2,9151;2,1365;2,2536;4,0240;1,5080;3,1073;4,5699;0,3561;3,4959;0,1640;0,5396;2,4855;0,5104;0,4478;0,5448;0,9839;2,0575;1,8347;1,1654;5,6732;;;0,0656;0,2377;0,4121;1,7130;0,9392;0,1005;3,2618;;0,2552;0,4334;4,5203;;59;/A/NBP/2011
28.03.2011;0,0939;2,8431;2,9250;0,3645;2,9013;2,1323;2,2531;3,9980;1,4986;3,0935;4,5362;0,3564;3,4806;0,1630;0,5361;2,4719;0,5065;0,4451;0,5409;0,9755;2,0442;1,8297;1,1579;5,6429;;;0,0654;0,2374;0,4126;1,7114;0,9395;0,1002;3,2623;;0,2552;0,4330;4,4943;;60;/A/NBP/2011
29.03.2011;0,0931;2,8227;2,8959;0,3627;2,8977;2,1264;2,2390;3,9930;1,4909;3,0817;4,5257;0,3555;3,4609;0,1626;0,5354;2,4644;0,5058;0,4443;0,5407;0,9686;2,0416;1,8084;1,1564;5,6303;;;0,0650;0,2362;0,4111;1,6978;0,9329;0,0995;3,2424;;0,2541;0,4303;4,4959;;61;/A/NBP/2011
30.03.2011;0,0933;2,8277;2,9145;0,3631;2,9078;2,1477;2,2399;3,9878;1,4922;3,0654;4,5471;0,3545;3,4040;0,1624;0,5347;2,4624;0,5060;0,4469;0,5405;0,9733;2,0390;1,8186;1,1549;5,6245;;;0,0651;0,2368;0,4138;1,7181;0,9348;0,0991;3,2507;;0,2566;0,4312;4,4815;;62;/A/NBP/2011
31.03.2011;0,0933;2,8229;2,9181;0,3627;2,9089;2,1490;2,2402;4,0119;1,5096;3,0825;4,5530;0,3562;3,4102;0,1634;0,5380;2,4750;0,5107;0,4493;0,5439;0,9767;2,0513;1,8296;1,1619;5,6561;;;0,0651;0,2375;0,4161;1,7335;0,9332;0,0994;3,2416;;0,2576;0,4311;4,4979;;63;/A/NBP/2011
1.04.2011;0,0940;2,8455;2,9441;0,3657;2,9385;2,1678;2,2554;4,0312;1,5139;3,0871;4,5625;0,3572;3,4001;0,1647;0,5406;2,4876;0,5152;0,4512;0,5466;0,9735;2,0612;1,8449;1,1675;5,6817;;;0,0656;0,2398;0,4206;1,7453;0,9406;0,1002;3,2710;;0,2611;0,4346;4,4988;;64;/A/NBP/2011
4.04.2011;0,0939;2,8395;2,9464;0,3650;2,9478;2,1819;2,2520;4,0325;1,5143;3,0711;4,5816;0,3561;3,3783;0,1651;0,5408;2,4854;0,5156;0,4487;0,5469;0,9759;2,0618;1,8487;1,1679;5,6908;;;0,0656;0,2397;0,4218;1,7523;0,9383;0,1005;3,2776;;0,2612;0,4342;4,5087;;65;/A/NBP/2011
5.04.2011;0,0940;2,8388;2,9326;0,3651;2,9365;2,1851;2,2522;4,0253;1,5165;3,0767;4,6101;0,3557;3,3689;0,1646;0,5398;2,4844;0,5168;0,4468;0,5464;0,9781;2,0581;1,8473;1,1658;5,6766;;;0,0655;0,2396;0,4214;1,7649;0,9380;0,1001;3,2776;;0,2605;0,4340;4,4790;;66;/A/NBP/2011
6.04.2011;0,0928;2,7986;2,9036;0,3598;2,9113;2,1682;2,2205;3,9989;1,5165;3,0497;4,5533;0,3510;3,2941;0,1638;0,5363;2,4612;0,5132;0,4433;0,5426;0,9745;2,0446;1,8356;1,1581;5,6378;;;0,0649;0,2370;0,4186;1,7402;0,9252;0,0992;3,2341;;0,2577;0,4277;4,4684;;67;/A/NBP/2011
7.04.2011;0,0926;2,7863;2,9219;0,3584;2,9034;2,1648;2,2099;3,9823;1,5066;3,0349;4,5515;0,3497;3,2683;0,1631;0,5340;2,4576;0,5089;0,4399;0,5403;0,9694;2,0361;1,8402;1,1533;5,6168;;;0,0646;0,2359;0,4167;1,7255;0,9202;0,0986;3,2103;;0,2558;0,4258;4,4230;;68;/A/NBP/2011
