;;W a l u t a / C u r r e n c y;;;;;;;;;;;;;;;;;;;;;;;;
Nr / No.;Data / Date;1 USD;1 EUR;1 AUD;1 ATS;100 BEF;1 CZK;1 DKK;1 FIM;1 FRF;100 GRD;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;100 LUF;1 NOK;100 PTE;1 DEM;1 CHF;1 SEK;100 HUF;1 GBP;100 ITL;1 XDR
1;1.01.1999;3,5025;4,0925;2,1454;0,2974;10,1450;0,1169;0,5481;0,6883;0,6239;1,2514;2,4596;1,8571;5,1964;3,0929;2,2876;10,1450;0,4613;2,0413;2,0925;2,5531;0,4315;1,6213;5,7586;0,2114;4,9315
2;4.01.1999;3,4500;4,0670;2,1281;0,2956;10,0818;0,1159;0,5458;0,6840;0,6200;1,2450;2,4443;1,8455;5,1640;3,0404;2,2585;10,0818;0,4592;2,0286;2,0794;2,5156;0,4292;1,6189;5,7185;0,2100;4,8569
3;5.01.1999;3,4130;4,0240;2,1239;0,2924;9,9752;0,1149;0,5400;0,6768;0,6135;1,2398;2,4185;1,8260;5,1094;3,0581;2,2393;9,9752;0,4583;2,0072;2,0574;2,4948;0,4279;1,6049;5,6493;0,2078;4,8132
4;6.01.1999;3,4140;4,0100;2,1319;0,2914;9,9405;0,1150;0,5384;0,6744;0,6113;1,2340;2,4101;1,8197;5,0916;3,0493;2,2642;9,9405;0,4590;2,0002;2,0503;2,4871;0,4307;1,5988;5,6664;0,2071;4,8326
5;7.01.1999;3,4550;4,0195;2,1702;0,2921;9,9641;0,1151;0,5400;0,6760;0,6128;1,2392;2,4158;1,8240;5,1037;3,1087;2,2804;9,9641;0,4658;2,0049;2,0551;2,4862;0,4379;1,6070;5,6962;0,2076;4,8390
6;8.01.1999;3,4640;4,0380;2,1952;0,2935;10,0099;0,1156;0,5425;0,6791;0,6156;1,2471;2,4269;1,8324;5,1272;3,1026;2,2891;10,0099;0,4702;2,0141;2,0646;2,5021;0,4407;1,6147;5,6925;0,2085;4,8970
7;11.01.1999;3,4880;4,0370;2,2276;0,2934;10,0075;0,1148;0,5421;0,6790;0,6154;1,2493;2,4263;1,8319;5,1259;3,1929;2,3117;10,0075;0,4714;2,0136;2,0641;2,5058;0,4433;1,6177;5,7311;0,2085;4,8741
8;12.01.1999;3,5040;4,0340;2,2283;0,2932;10,0000;0,1143;0,5419;0,6785;0,6150;1,2419;2,4245;1,8305;5,1221;3,1123;2,3192;10,0000;0,4687;2,0122;2,0626;2,5097;0,4435;1,6187;5,7086;0,2083;4,9247
9;13.01.1999;3,5860;4,2100;2,2598;0,3060;10,4363;0,1167;0,5656;0,7081;0,6418;1,2942;2,5303;1,9104;5,3456;3,1979;2,3233;10,4363;0,4814;2,0999;2,1525;2,6442;0,4606;1,6511;5,9434;0,2174;5,1133
10;14.01.1999;3,5440;4,1300;2,2491;0,3001;10,2380;0,1157;0,5548;0,6946;0,6296;1,2709;2,4822;1,8741;5,2440;3,1112;2,3328;10,2380;0,4734;2,0600;2,1116;2,5914;0,4524;1,6275;5,8519;0,2133;4,9567
11;15.01.1999;3,5700;4,1500;2,2595;0,3016;10,2876;0,1161;0,5575;0,6980;0,6327;1,2774;2,4942;1,8832;5,2694;3,1503;2,3303;10,2876;0,4761;2,0700;2,1219;2,5947;0,4541;1,6381;5,8961;0,2143;5,0005
12;18.01.1999;3,5050;4,0700;2,2233;0,2958;10,0893;0,1143;0,5468;0,6845;0,6205;1,2583;2,4461;1,8469;5,1678;3,0619;2,2976;10,0893;0,4701;2,0301;2,0810;2,5420;0,4475;1,6235;5,8031;0,2102;4,9265
13;19.01.1999;3,5330;4,1030;2,2427;0,2982;10,1711;0,1148;0,5516;0,6901;0,6255;1,2689;2,4660;1,8619;5,2097;3,1066;2,3102;10,1711;0,4754;2,0466;2,0978;2,5671;0,4557;1,6373;5,8618;0,2119;4,9665
14;20.01.1999;3,5280;4,0840;2,2644;0,2968;10,1240;0,1141;0,5491;0,6869;0,6226;1,2666;2,4545;1,8532;5,1856;3,1022;2,3166;10,1240;0,4751;2,0371;2,0881;2,5451;0,4557;1,6340;5,8239;0,2109;4,9376
15;21.01.1999;3,5710;4,1310;2,2720;0,3002;10,2405;0,1144;0,5554;0,6948;0,6298;1,2801;2,4828;1,8746;5,2453;3,1693;2,3545;10,2405;0,4801;2,0605;2,1121;2,5773;0,4618;1,6506;5,8817;0,2133;5,0040
16;22.01.1999;3,5940;4,1580;2,2807;0,3022;10,3074;0,1146;0,5591;0,6993;0,6339;1,2898;2,4990;1,8868;5,2796;3,1519;2,3736;10,3074;0,4821;2,0740;2,1260;2,6013;0,4616;1,6622;5,9353;0,2147;5,0418
17;25.01.1999;3,5890;4,1600;2,2715;0,3023;10,3124;0,1150;0,5594;0,6997;0,6342;1,2918;2,5002;1,8877;5,2821;3,1456;2,3618;10,3124;0,4830;2,0750;2,1270;2,6051;0,4652;1,6609;5,9526;0,2148;5,0407
18;26.01.1999;3,6070;4,1790;2,2744;0,3037;10,3595;0,1144;0,5620;0,7029;0,6371;1,2976;2,5116;1,8963;5,3062;3,1775;2,3732;10,3595;0,4851;2,0845;2,1367;2,6090;0,4681;1,6663;5,9910;0,2158;5,0553
19;27.01.1999;3,6090;4,1605;2,2725;0,3024;10,3136;0,1141;0,5595;0,6997;0,6343;1,2932;2,5005;1,8880;5,2827;3,1537;2,3758;10,3136;0,4839;2,0752;2,1272;2,5870;0,4686;1,6643;5,9730;0,2149;5,0399
20;28.01.1999;3,6285;4,1395;2,2661;0,3008;10,2616;0,1138;0,5567;0,6962;0,6311;1,2878;2,4879;1,8784;5,2561;3,1291;2,3835;10,2616;0,4832;2,0648;2,1165;2,5647;0,4669;1,6600;5,9750;0,2138;5,0238
21;29.01.1999;3,6590;4,1650;2,3016;0,3027;10,3248;0,1130;0,5601;0,7005;0,6350;1,2937;2,5032;1,8900;5,2885;3,1532;2,4106;10,3248;0,4857;2,0775;2,1295;2,5839;0,4689;1,6712;6,0253;0,2151;5,0818
22;1.02.1999;3,7350;4,2350;2,3702;0,3078;10,4983;0,1137;0,5695;0,7123;0,6456;1,3191;2,5453;1,9218;5,3773;3,2383;2,4754;10,4983;0,4958;2,1124;2,1653;2,6319;0,4778;1,7015;6,1337;0,2187;5,1701
23;2.02.1999;3,7350;4,2350;2,3885;0,3078;10,4983;0,1130;0,5695;0,7123;0,6456;1,3208;2,5453;1,9218;5,3773;3,3134;2,4799;10,4983;0,4932;2,1124;2,1653;2,6463;0,4775;1,7011;6,1457;0,2187;5,1941
24;3.02.1999;3,7050;4,2020;2,3857;0,3054;10,4165;0,1133;0,5650;0,7067;0,6406;1,3087;2,5255;1,9068;5,3354;3,3098;2,4504;10,4165;0,4872;2,0959;2,1484;2,6295;0,4713;1,6874;6,0674;0,2170;5,1630
25;4.02.1999;3,6860;4,1520;2,3662;0,3017;10,2925;0,1117;0,5584;0,6983;0,6330;1,2915;2,4954;1,8841;5,2720;3,2528;2,4498;10,2925;0,4803;2,0710;2,1229;2,5920;0,4666;1,6690;6,0204;0,2144;5,1016
26;5.02.1999;3,6970;4,1730;2,4145;0,3033;10,3446;0,1117;0,5612;0,7018;0,6362;1,2982;2,5080;1,8936;5,2986;3,2579;2,4880;10,3446;0,4810;2,0815;2,1336;2,6102;0,4705;1,6765;6,0588;0,2155;5,1504
27;8.02.1999;3,7290;4,1930;2,4329;0,3047;10,3942;0,1111;0,5639;0,7052;0,6392;1,3025;2,5200;1,9027;5,3240;3,2824;2,5076;10,3942;0,4861;2,0915;2,1438;2,6184;0,4727;1,6851;6,0878;0,2166;5,1759
28;9.02.1999;3,7530;4,2530;2,4227;0,3091;10,5429;0,1108;0,5720;0,7153;0,6484;1,3157;2,5561;1,9299;5,4002;3,2717;2,5109;10,5429;0,4918;2,1214;2,1745;2,6579;0,4775;1,7025;6,1540;0,2196;5,2539
29;10.02.1999;3,7405;4,2430;2,4145;0,3084;10,5181;0,1113;0,5707;0,7136;0,6468;1,3186;2,5501;1,9254;5,3875;3,2443;2,5037;10,5181;0,4909;2,1164;2,1694;2,6590;0,4752;1,6905;6,1002;0,2191;5,2022
30;11.02.1999;3,7570;4,2515;2,4432;0,3090;10,5392;0,1121;0,5718;0,7151;0,6481;1,3201;2,5552;1,9292;5,3983;3,2873;2,5232;10,5392;0,4915;2,1206;2,1738;2,6629;0,4765;1,7028;6,0940;0,2196;5,2047
31;12.02.1999;3,7630;4,2310;2,4250;0,3075;10,4884;0,1117;0,5691;0,7116;0,6450;1,3149;2,5429;1,9199;5,3723;3,2793;2,5260;10,4884;0,4917;2,1104;2,1633;2,6460;0,4742;1,6980;6,1177;0,2185;5,1963
32;15.02.1999;3,7930;4,2620;2,4554;0,3097;10,5652;0,1117;0,5732;0,7168;0,6497;1,3242;2,5615;1,9340;5,4116;3,2968;2,5399;10,5652;0,4959;2,1259;2,1791;2,6714;0,4800;1,7067;6,1822;0,2201;5,2547
33;16.02.1999;3,8240;4,2755;2,4503;0,3107;10,5987;0,1120;0,5751;0,7191;0,6518;1,3264;2,5696;1,9401;5,4288;3,2413;2,5462;10,5987;0,4957;2,1326;2,1860;2,6763;0,4827;1,7133;6,2366;0,2208;5,2713
34;17.02.1999;3,8020;4,2780;2,4101;0,3109;10,6049;0,1127;0,5754;0,7195;0,6522;1,3283;2,5711;1,9413;5,4319;3,2074;2,5356;10,6049;0,4921;2,1339;2,1873;2,6786;0,4806;1,7041;6,2253;0,2209;5,2761
35;18.02.1999;3,8110;4,2800;2,4193;0,3110;10,6098;0,1128;0,5756;0,7198;0,6525;1,3306;2,5723;1,9422;5,4345;3,1813;2,5543;10,6098;0,4894;2,1349;2,1883;2,6793;0,4794;1,6985;6,2309;0,2210;5,2473
36;19.02.1999;3,8180;4,2610;2,4338;0,3097;10,5627;0,1129;0,5731;0,7166;0,6496;1,3230;2,5609;1,9336;5,4104;3,1822;2,5645;10,5627;0,4895;2,1254;2,1786;2,6650;0,4782;1,6946;6,2300;0,2201;5,2213
37;22.02.1999;3,8750;4,2610;2,4721;0,3097;10,5627;0,1125;0,5731;0,7166;0,6496;1,3229;2,5609;1,9336;5,4104;3,1901;2,6056;10,5627;0,4903;2,1254;2,1786;2,6663;0,4784;1,7032;6,2768;0,2201;5,2421
38;23.02.1999;3,8655;4,2410;2,4740;0,3082;10,5132;0,1120;0,5704;0,7133;0,6465;1,3122;2,5489;1,9245;5,3850;3,1905;2,5845;10,5132;0,4892;2,1154;2,1684;2,6584;0,4762;1,6988;6,2464;0,2190;5,2521
39;24.02.1999;3,8850;4,2870;2,4541;0,3115;10,6272;0,1125;0,5766;0,7210;0,6535;1,3299;2,5765;1,9454;5,4434;3,2033;2,5867;10,6272;0,4955;2,1383;2,1919;2,6890;0,4809;1,7047;6,2293;0,2214;5,3257
40;25.02.1999;3,9035;4,3035;2,4498;0,3127;10,6681;0,1133;0,5788;0,7238;0,6561;1,3337;2,5865;1,9528;5,4643;3,2386;2,6020;10,6681;0,4947;2,1466;2,2003;2,7069;0,4796;1,7045;6,2483;0,2223;5,3107
41;26.02.1999;3,9400;4,3450;2,4374;0,3158;10,7710;0,1147;0,5844;0,7308;0,6624;1,3505;2,6114;1,9717;5,5170;3,3092;2,6038;10,7710;0,4995;2,1673;2,2216;2,7351;0,4826;1,7101;6,3163;0,2244;5,3742
42;1.03.1999;3,9190;4,3070;2,4257;0,3130;10,6768;0,1146;0,5793;0,7244;0,6566;1,3386;2,5886;1,9544;5,4688;3,2867;2,5978;10,6768;0,4981;2,1483;2,2021;2,7012;0,4786;1,6921;6,3037;0,2224;5,3381
43;2.03.1999;3,9680;4,3190;2,4634;0,3139;10,7065;0,1150;0,5809;0,7264;0,6584;1,3409;2,5958;1,9599;5,4840;3,2857;2,6029;10,7065;0,4994;2,1543;2,2083;2,7102;0,4812;1,7117;6,3872;0,2231;5,3695
44;3.03.1999;3,9840;4,3410;2,4873;0,3155;10,7611;0,1156;0,5839;0,7301;0,6618;1,3498;2,6090;1,9699;5,5119;3,2858;2,6132;10,7611;0,5019;2,1653;2,2195;2,7274;0,4829;1,7085;6,4565;0,2242;5,4879
45;4.03.1999;3,9680;4,3090;2,4624;0,3131;10,6817;0,1148;0,5796;0,7247;0,6569;1,3390;2,5898;1,9553;5,4713;3,2192;2,5923;10,6817;0,5003;2,1493;2,2032;2,7130;0,4809;1,6924;6,3733;0,2225;5,4474
46;5.03.1999;3,9290;4,2565;2,4554;0,3093;10,5516;0,1141;0,5727;0,7159;0,6489;1,3223;2,5582;1,9315;5,4046;3,1973;2,5809;10,5516;0,4962;2,1231;2,1763;2,6739;0,4761;1,6810;6,3172;0,2198;5,3028
47;8.03.1999;3,8990;4,2530;2,4517;0,3091;10,5429;0,1131;0,5722;0,7153;0,6484;1,3213;2,5561;1,9299;5,4002;3,2046;2,5717;10,5429;0,4958;2,1214;2,1745;2,6691;0,4753;1,6944;6,2775;0,2196;5,3125
48;9.03.1999;3,9290;4,2690;2,4925;0,3102;10,5826;0,1124;0,5743;0,7180;0,6508;1,3274;2,5657;1,9372;5,4205;3,2210;2,5956;10,5826;0,4987;2,1294;2,1827;2,6789;0,4776;1,7058;6,3188;0,2205;5,3178
49;10.03.1999;3,9360;4,3110;2,4999;0,3133;10,6867;0,1136;0,5800;0,7251;0,6572;1,3420;2,5910;1,9562;5,4738;3,2735;2,5953;10,6867;0,5046;2,1503;2,2042;2,6941;0,4848;1,7052;6,3909;0,2226;5,3842
50;11.03.1999;3,9440;4,2960;2,5069;0,3122;10,6495;0,1135;0,5780;0,7225;0,6549;1,3364;2,5819;1,9494;5,4548;3,2801;2,5904;10,6495;0,5053;2,1428;2,1965;2,6889;0,4862;1,6988;6,4225;0,2219;5,3654
51;12.03.1999;3,9300;4,2910;2,4922;0,3118;10,6371;0,1130;0,5773;0,7217;0,6542;1,3347;2,5789;1,9472;5,4484;3,2866;2,5735;10,6371;0,5033;2,1403;2,1940;2,6846;0,4842;1,6932;6,4174;0,2216;5,3659
52;15.03.1999;3,9400;4,3160;2,4978;0,3137;10,6991;0,1142;0,5807;0,7259;0,6580;1,3430;2,5940;1,9585;5,4802;3,3491;2,5811;10,6991;0,5062;2,1528;2,2067;2,6956;0,4860;1,6995;6,4078;0,2229;5,3932
53;16.03.1999;3,9580;4,3050;2,4783;0,3129;10,6718;0,1132;0,5792;0,7240;0,6563;1,3401;2,5874;1,9535;5,4662;3,3439;2,5858;10,6718;0,5034;2,1473;2,2011;2,6919;0,4799;1,6979;6,4230;0,2223;5,3819
54;17.03.1999;3,9310;4,3070;2,4610;0,3130;10,6768;0,1134;0,5796;0,7244;0,6566;1,3413;2,5886;1,9544;5,4688;3,3074;2,5815;10,6768;0,5043;2,1483;2,2021;2,6941;0,4797;1,6956;6,3859;0,2224;5,3913
55;18.03.1999;3,9120;4,3120;2,4696;0,3134;10,6892;0,1135;0,5802;0,7252;0,6574;1,3414;2,5916;1,9567;5,4751;3,3238;2,5776;10,6892;0,5084;2,1508;2,2047;2,6999;0,4826;1,6947;6,3796;0,2227;5,3763
56;19.03.1999;3,9000;4,2550;2,4583;0,3092;10,5479;0,1121;0,5726;0,7156;0,6487;1,3234;2,5573;1,9308;5,4027;3,3250;2,5699;10,5479;0,5035;2,1224;2,1755;2,6630;0,4763;1,6773;6,3427;0,2198;5,2949
57;22.03.1999;3,9400;4,2800;2,4913;0,3110;10,6098;0,1121;0,5759;0,7198;0,6525;1,3313;2,5723;1,9422;5,4345;3,3435;2,6057;10,6098;0,5069;2,1349;2,1883;2,6808;0,4792;1,6893;6,4101;0,2210;5,3260
58;23.03.1999;3,9350;4,2870;2,5155;0,3115;10,6272;0,1119;0,5769;0,7210;0,6535;1,3301;2,5765;1,9454;5,4434;3,3269;2,6117;10,6272;0,5077;2,1383;2,1919;2,6887;0,4800;1,6869;6,3918;0,2214;5,3916
59;24.03.1999;3,9750;4,3450;2,5418;0,3158;10,7710;0,1125;0,5847;0,7308;0,6624;1,3367;2,6114;1,9717;5,5170;3,3794;2,6401;10,7710;0,5143;2,1673;2,2216;2,7312;0,4846;1,6967;6,5324;0,2244;5,4473
60;25.03.1999;3,9600;4,3130;2,5203;0,3134;10,6916;0,1121;0,5804;0,7254;0,6575;1,3310;2,5922;1,9572;5,4764;3,3535;2,6197;10,6916;0,5096;2,1513;2,2052;2,7053;0,4788;1,6899;6,4750;0,2227;5,4068
61;26.03.1999;3,9580;4,2785;2,5180;0,3109;10,6061;0,1115;0,5757;0,7196;0,6523;1,3244;2,5714;1,9415;5,4326;3,3216;2,6294;10,6061;0,5107;2,1341;2,1876;2,6802;0,4782;1,6869;6,4353;0,2210;5,3696
62;29.03.1999;3,9950;4,2730;2,5255;0,3105;10,5925;0,1109;0,5750;0,7187;0,6514;1,3100;2,5681;1,9390;5,4256;3,3187;2,6380;10,5925;0,5108;2,1314;2,1848;2,6811;0,4775;1,6832;6,4600;0,2207;5,3795
63;30.03.1999;3,9785;4,2620;2,5035;0,3097;10,5652;0,1109;0,5735;0,7168;0,6497;1,3115;2,5615;1,9340;5,4116;3,3075;2,6252;10,5652;0,5098;2,1259;2,1791;2,6713;0,4761;1,6721;6,4182;0,2201;5,4081
64;31.03.1999;4,0100;4,3000;2,5205;0,3125;10,6594;0,1120;0,5786;0,7232;0,6555;1,3199;2,5844;1,9513;5,4599;3,3654;2,6512;10,6594;0,5151;2,1448;2,1986;2,6918;0,4842;1,6884;6,4560;0,2221;5,4403
65;1.04.1999;4,0100;4,3150;2,5476;0,3136;10,6966;0,1120;0,5806;0,7257;0,6578;1,3206;2,5934;1,9581;5,4789;3,3545;2,6619;10,6966;0,5165;2,1523;2,2062;2,7041;0,4854;1,6942;6,4490;0,2229;5,4544
66;2.04.1999;4,0370;4,3455;2,5580;0,3158;10,7722;0,1131;0,5848;0,7309;0,6625;1,3317;2,6117;1,9719;5,5176;3,3472;2,6895;10,7722;0,5207;2,1675;2,2218;2,7206;0,4899;1,7132;6,4656;0,2244;5,4781
67;6.04.1999;4,0210;4,3130;2,5275;0,3134;10,6916;0,1124;0,5804;0,7254;0,6575;1,3221;2,5922;1,9572;5,4764;3,3182;2,6749;10,6916;0,5175;2,1513;2,2052;2,7043;0,4862;1,6983;6,3792;0,2227;5,4155
68;7.04.1999;3,9830;4,3040;2,5001;0,3128;10,6693;0,1126;0,5792;0,7239;0,6561;1,3246;2,5868;1,9531;5,4650;3,2775;2,6495;10,6693;0,5143;2,1468;2,2006;2,6980;0,4821;1,6944;6,3579;0,2223;5,4167
69;8.04.1999;3,9675;4,2900;2,4746;0,3118;10,6346;0,1127;0,5772;0,7215;0,6540;1,3222;2,5783;1,9467;5,4472;3,2861;2,6439;10,6346;0,5102;2,1398;2,1934;2,6886;0,4784;1,6915;6,3759;0,2216;5,3757
70;9.04.1999;3,9840;4,2960;2,5052;0,3122;10,6495;0,1129;0,5780;0,7225;0,6549;1,3252;2,5819;1,9494;5,4548;3,2842;2,6573;10,6495;0,5108;2,1428;2,1965;2,6908;0,4803;1,6971;6,3891;0,2219;5,3840
71;12.04.1999;3,9620;4,3070;2,5219;0,3130;10,6768;0,1129;0,5794;0,7244;0,6566;1,3285;2,5886;1,9544;5,4688;3,3076;2,6448;10,6768;0,5124;2,1483;2,2021;2,6874;0,4774;1,6894;6,4054;0,2224;5,4094
72;13.04.1999;3,9940;4,2990;2,5397;0,3124;10,6569;0,1128;0,5783;0,7230;0,6554;1,3237;2,5838;1,9508;5,4586;3,3137;2,6786;10,6569;0,5140;2,1443;2,1980;2,6824;0,4801;1,6945;6,4404;0,2220;5,3814
73;14.04.1999;3,9770;4,2900;2,5406;0,3118;10,6346;0,1129;0,5771;0,7215;0,6540;1,3228;2,5783;1,9467;5,4472;3,3370;2,6641;10,6346;0,5142;2,1398;2,1934;2,6726;0,4800;1,6913;6,4347;0,2216;5,4081
74;15.04.1999;3,9750;4,2860;2,5249;0,3115;10,6247;0,1137;0,5766;0,7209;0,6534;1,3210;2,5759;1,9449;5,4421;3,3458;2,6586;10,6247;0,5135;2,1378;2,1914;2,6743;0,4800;1,6904;6,4114;0,2214;5,4033
75;16.04.1999;4,0130;4,2840;2,5900;0,3113;10,6198;0,1129;0,5763;0,7205;0,6531;1,3197;2,5747;1,9440;5,4396;3,3970;2,6963;10,6198;0,5169;2,1369;2,1904;2,6724;0,4822;1,6940;6,4562;0,2213;5,3995
76;19.04.1999;4,0090;4,2630;2,6142;0,3098;10,5677;0,1129;0,5735;0,7170;0,6499;1,3109;2,5621;1,9345;5,4129;3,3941;2,6996;10,5677;0,5156;2,1264;2,1796;2,6601;0,4799;1,6948;6,4689;0,2202;5,4216
77;20.04.1999;4,0070;4,2670;2,6079;0,3101;10,5776;0,1128;0,5741;0,7177;0,6505;1,3100;2,5645;1,9363;5,4180;3,4019;2,6981;10,5776;0,5156;2,1284;2,1817;2,6600;0,4796;1,6972;6,4853;0,2204;5,4444
78;21.04.1999;4,0185;4,2520;2,5994;0,3090;10,5404;0,1124;0,5721;0,7151;0,6482;1,3014;2,5555;1,9295;5,3989;3,3653;2,6957;10,5404;0,5151;2,1209;2,1740;2,6587;0,4775;1,6974;6,4498;0,2196;5,4205
79;22.04.1999;4,0300;4,2650;2,6044;0,3099;10,5727;0,1125;0,5738;0,7173;0,6502;1,3057;2,5633;1,9354;5,4154;3,3599;2,7110;10,5727;0,5162;2,1274;2,1807;2,6647;0,4787;1,7065;6,4763;0,2203;5,4474
80;23.04.1999;4,0130;4,2680;2,6258;0,3102;10,5801;0,1128;0,5742;0,7178;0,6507;1,3083;2,5651;1,9367;5,4192;3,3551;2,7124;10,5801;0,5157;2,1289;2,1822;2,6635;0,4798;1,6956;6,4819;0,2204;5,4455
81;26.04.1999;3,9940;4,2380;2,5935;0,3080;10,5057;0,1123;0,5701;0,7128;0,6461;1,2984;2,5471;1,9231;5,3811;3,3568;2,7011;10,5057;0,5127;2,1139;2,1669;2,6442;0,4765;1,6903;6,4491;0,2189;5,3932
82;27.04.1999;3,9950;4,2450;2,5843;0,3085;10,5231;0,1126;0,5710;0,7140;0,6471;1,3032;2,5513;1,9263;5,3900;3,3344;2,6990;10,5231;0,5127;2,1174;2,1704;2,6446;0,4771;1,6937;6,4470;0,2192;5,4136
83;28.04.1999;3,9875;4,2530;2,6059;0,3091;10,5429;0,1125;0,5721;0,7153;0,6484;1,3018;2,5561;1,9299;5,4002;3,3488;2,7032;10,5429;0,5126;2,1214;2,1745;2,6450;0,4772;1,6927;6,4611;0,2196;5,4142
84;29.04.1999;3,9850;4,2265;2,6208;0,3072;10,4772;0,1121;0,5686;0,7108;0,6443;1,2934;2,5402;1,9179;5,3665;3,3492;2,7114;10,4772;0,5111;2,1082;2,1610;2,6288;0,4743;1,6868;6,4203;0,2183;5,3693
85;30.04.1999;3,9540;4,1890;2,6036;0,3044;10,3843;0,1113;0,5636;0,7045;0,6386;1,2864;2,5176;1,9009;5,3189;3,3002;2,7012;10,3843;0,5077;2,0895;2,1418;2,6009;0,4703;1,6725;6,3760;0,2163;5,3446
86;4.05.1999;3,9470;4,1710;2,6053;0,3031;10,3396;0,1111;0,5612;0,7015;0,6359;1,2830;2,5068;1,8927;5,2961;3,2548;2,7200;10,3396;0,5063;2,0805;2,1326;2,5893;0,4661;1,6697;6,3582;0,2154;5,3154
87;5.05.1999;3,9165;4,1760;2,5798;0,3035;10,3520;0,1112;0,5619;0,7024;0,6366;1,2854;2,5098;1,8950;5,3024;3,2455;2,6888;10,3520;0,5057;2,0830;2,1352;2,6041;0,4645;1,6697;6,3819;0,2157;5,3285
88;6.05.1999;3,8890;4,1995;2,6101;0,3052;10,4103;0,1119;0,5650;0,7063;0,6402;1,2929;2,5240;1,9057;5,3323;3,2168;2,6838;10,4103;0,5079;2,0947;2,1472;2,6120;0,4664;1,6747;6,3638;0,2169;5,3296
89;7.05.1999;3,9000;4,2080;2,6098;0,3058;10,4314;0,1117;0,5661;0,7077;0,6415;1,2884;2,5291;1,9095;5,3431;3,2351;2,6765;10,4314;0,5097;2,0989;2,1515;2,6173;0,4700;1,6729;6,3651;0,2173;5,2967
90;10.05.1999;3,9010;4,1880;2,6144;0,3044;10,3818;0,1111;0,5635;0,7044;0,6385;1,2845;2,5170;1,9004;5,3177;3,2260;2,6736;10,3818;0,5100;2,0890;2,1413;2,6067;0,4682;1,6726;6,3426;0,2163;5,2745
91;11.05.1999;3,8940;4,1830;2,6185;0,3040;10,3694;0,1113;0,5628;0,7035;0,6377;1,2859;2,5140;1,8982;5,3113;3,2208;2,6807;10,3694;0,5088;2,0865;2,1387;2,6009;0,4680;1,6732;6,3183;0,2160;5,2840
92;12.05.1999;3,9220;4,1760;2,6165;0,3035;10,3520;0,1108;0,5618;0,7024;0,6366;1,2841;2,5098;1,8950;5,3024;3,2400;2,6965;10,3520;0,5092;2,0830;2,1352;2,6013;0,4669;1,6722;6,3441;0,2157;5,2739
93;13.05.1999;3,9550;4,2030;2,6399;0,3054;10,4190;0,1113;0,5655;0,7069;0,6407;1,2917;2,5261;1,9072;5,3367;3,2549;2,7039;10,4190;0,5114;2,0964;2,1490;2,6247;0,4689;1,6816;6,4070;0,2171;5,3375
94;14.05.1999;3,9330;4,1990;2,6149;0,3052;10,4090;0,1116;0,5649;0,7062;0,6401;1,2928;2,5236;1,9054;5,3316;3,2113;2,6979;10,4090;0,5133;2,0945;2,1469;2,6210;0,4692;1,6778;6,3602;0,2169;5,3324
95;17.05.1999;3,9250;4,1940;2,6059;0,3048;10,3967;0,1114;0,5641;0,7054;0,6394;1,2886;2,5206;1,9032;5,3253;3,1896;2,6742;10,3967;0,5114;2,0920;2,1444;2,6184;0,4672;1,6748;6,3570;0,2166;5,3023
96;18.05.1999;3,9185;4,1885;2,6307;0,3044;10,3830;0,1112;0,5634;0,7045;0,6385;1,2871;2,5173;1,9007;5,3183;3,1817;2,6873;10,3830;0,5100;2,0892;2,1415;2,6142;0,4652;1,6735;6,3549;0,2163;5,2859
97;19.05.1999;3,9220;4,1710;2,5987;0,3031;10,3396;0,1106;0,5610;0,7015;0,6359;1,2837;2,5068;1,8927;5,2961;3,1503;2,6718;10,3396;0,5050;2,0805;2,1326;2,6045;0,4621;1,6707;6,3505;0,2154;5,2664
98;20.05.1999;3,9300;4,1800;2,6003;0,3038;10,3619;0,1102;0,5622;0,7030;0,6372;1,2865;2,5122;1,8968;5,3075;3,1639;2,6800;10,3619;0,5060;2,0850;2,1372;2,6095;0,4646;1,6718;6,3425;0,2159;5,2853
99;21.05.1999;3,9385;4,1645;2,6147;0,3026;10,3235;0,1100;0,5601;0,7004;0,6349;1,2820;2,5029;1,8898;5,2878;3,1722;2,6946;10,3235;0,5063;2,0772;2,1293;2,5982;0,4647;1,6648;6,3261;0,2151;5,2655
100;24.05.1999;3,9355;4,1640;2,5857;0,3026;10,3223;0,1101;0,5600;0,7003;0,6348;1,2816;2,5026;1,8895;5,2872;3,1815;2,6919;10,3223;0,5051;2,0770;2,1290;2,5985;0,4640;1,6635;6,2929;0,2151;5,2914
101;25.05.1999;3,9435;4,1895;2,5981;0,3045;10,3855;0,1105;0,5635;0,7046;0,6387;1,2878;2,5179;1,9011;5,3196;3,2143;2,7044;10,3855;0,5078;2,0897;2,1421;2,6251;0,4661;1,6690;6,3142;0,2164;5,3185
102;26.05.1999;3,9640;4,1755;2,5771;0,3034;10,3508;0,1103;0,5617;0,7023;0,6366;1,2841;2,5095;1,8948;5,3018;3,2424;2,7015;10,3508;0,5069;2,0827;2,1349;2,6176;0,4646;1,6648;6,3448;0,2156;5,2866
