;;W A L U T A  /  C U R R E N C Y;;;;;;;;;;;;;;;;;;;;;
116;18.06.1996;2,7065;1,7885;4,1844;2,1711;0,5266;2,1429;0,2542;8,6914;0,4642;0,5842;2,1145;1,5962;4,3035;2,5082;1,9787;8,6914;0,4161;1,7376;0,4070;0,1761;3,3776;3,9117
117;19.06.1996;2,7160;1,7870;4,1894;2,1711;0,5267;2,1464;0,2540;8,6816;0,4640;0,5860;2,1177;1,5942;4,3104;2,5102;1,9839;8,6816;0,4172;1,7380;0,4095;0,1769;3,3756;3,9368
118;20.06.1996;2,7185;1,7855;4,1900;2,1691;0,5261;2,1436;0,2537;8,6739;0,4635;0,5868;2,1189;1,5921;4,3130;2,5186;1,9879;8,6739;0,4170;1,7362;0,4108;0,1773;3,3774;3,9364
119;21.06.1996;2,7220;1,7810;4,1916;2,1636;0,5257;2,1530;0,2532;8,6605;0,4628;0,5864;2,1181;1,5900;4,3145;2,5002;1,9922;8,6605;0,4166;1,7341;0,4100;0,1771;3,3797;3,9352
120;24.06.1996;2,7230;1,7765;4,1918;2,1543;0,5240;2,1505;0,2525;8,6333;0,4614;0,5852;2,1127;1,5854;4,3106;2,4987;1,9962;8,6333;0,4157;1,7303;0,4094;0,1766;3,3659;3,9276
121;25.06.1996;2,7220;1,7740;4,1903;2,1508;0,5236;2,1548;0,2521;8,6248;0,4608;0,5844;2,1102;1,5829;4,3008;2,4944;2,0047;8,6248;0,4155;1,7278;0,4103;0,1774;3,3626;3,9228
122;26.06.1996;2,7150;1,7755;4,1840;2,1546;0,5242;2,1451;0,2522;8,6241;0,4608;0,5846;2,1101;1,5835;4,2979;2,4806;1,9956;8,6241;0,4156;1,7268;0,4103;0,1768;3,3610;3,9104
123;27.06.1996;2,7150;1,7835;4,1872;2,1685;0,5278;2,1402;0,2535;8,6465;0,4626;0,5861;2,1187;1,5912;4,3116;2,4891;1,9938;8,6465;0,4174;1,7329;0,4087;0,1769;3,3769;3,9121
124;28.06.1996;2,7200;1,7865;4,2118;2,1717;0,5280;2,1463;0,2538;8,6796;0,4635;0,5848;2,1211;1,5926;4,3319;2,4764;1,9925;8,6796;0,4183;1,7361;0,4090;0,1773;3,3869;3,9244
125;1.07.1996;2,7250;1,7890;4,2393;2,1802;0,5291;2,1477;0,2543;8,6977;0,4644;0,5858;2,1257;1,5953;4,3600;2,4856;1,9974;8,6977;0,4193;1,7395;0,4100;0,1776;3,3910;3,9333
126;2.07.1996;2,7330;1,7900;4,2510;2,1836;0,5295;2,1407;0,2546;8,6955;0,4646;0,5851;2,1285;1,5954;4,3630;2,4857;2,0043;8,6955;0,4199;1,7414;0,4091;0,1780;3,3963;3,9460
127;3.07.1996;2,7310;1,7865;4,2519;2,1770;0,5285;2,1358;0,2539;8,6809;0,4639;0,5832;2,1245;1,5936;4,3564;2,4685;2,0074;8,6809;0,4190;1,7382;0,4081;0,1777;3,3900;3,9386
128;4.07.1996;2,7195;1,7880;4,2466;2,1699;0,5291;2,1319;0,2541;8,6864;0,4641;0,5853;2,1252;1,5949;4,3596;2,4651;2,0004;8,6864;0,4194;1,7385;0,4099;0,1782;3,3909;3,9180
129;5.07.1996;2,7200;1,7815;4,2341;2,1592;0,5275;2,1384;0,2533;8,6619;0,4627;0,5839;2,1208;1,5891;4,3457;2,4562;1,9953;8,6619;0,4179;1,7339;0,4085;0,1776;3,3831;3,9187
130;8.07.1996;2,7270;1,7845;4,2384;2,1603;0,5272;2,1679;0,2537;8,6682;0,4631;0,5842;2,1189;1,5907;4,3500;2,4580;1,9895;8,6682;0,4176;1,7352;0,4069;0,1774;3,3809;3,9294
131;9.07.1996;2,7285;1,7900;4,2342;2,1646;0,5290;2,1658;0,2545;8,6909;0,4647;0,5851;2,1272;1,5958;4,3441;2,4682;1,9920;8,6909;0,4186;1,7417;0,4079;0,1778;3,3907;3,9253
132;10.07.1996;2,7300;1,7900;4,2332;2,1624;0,5288;2,1819;0,2544;8,6887;0,4648;0,5857;2,1283;1,5956;4,3444;2,4792;1,9940;8,6887;0,4186;1,7415;0,4087;0,1779;3,3909;3,9337
133;11.07.1996;2,7315;1,7890;4,2441;2,1660;0,5291;2,1798;0,2546;8,6863;0,4647;0,5859;2,1287;1,5952;4,3530;2,4749;1,9966;8,6863;0,4191;1,7431;0,4089;0,1779;3,3919;3,9381
134;12.07.1996;2,7195;1,7900;4,2228;2,1699;0,5291;2,1587;0,2547;8,6895;0,4648;0,5850;2,1274;1,5953;4,3359;2,4689;1,9827;8,6895;0,4189;1,7424;0,4060;0,1776;3,3901;3,9197
135;15.07.1996;2,7255;1,7885;4,2236;2,1648;0,5285;2,1660;0,2544;8,6845;0,4641;0,5853;2,1246;1,5936;4,3379;2,4654;1,9912;8,6845;0,4187;1,7401;0,4049;0,1773;3,3849;3,9346
136;16.07.1996;2,7050;1,8010;4,2068;2,1956;0,5312;2,1400;0,2560;8,7454;0,4670;0,5916;2,1342;1,6045;4,3266;2,4685;1,9690;8,7454;0,4191;1,7489;0,4041;0,1771;3,3999;3,8966
137;17.07.1996;2,6955;1,8135;4,1953;2,2282;0,5362;2,1250;0,2578;8,7945;0,4694;0,5961;2,1399;1,6186;4,3273;2,4723;1,9687;8,7945;0,4214;1,7652;0,4048;0,1770;3,4207;3,9099
138;18.07.1996;2,7075;1,8135;4,1828;2,2211;0,5356;2,1423;0,2578;8,8020;0,4700;0,5962;2,1465;1,6172;4,3251;2,4932;1,9725;8,8020;0,4217;1,7630;0,4073;0,1780;3,4224;3,9359
139;19.07.1996;2,7125;1,8170;4,1918;2,2217;0,5360;2,1465;0,2581;8,8178;0,4710;0,5977;2,1532;1,6195;4,3456;2,5023;1,9838;8,8178;0,4224;1,7691;0,4091;0,1786;3,4275;3,9437
140;22.07.1996;2,7120;1,8195;4,1975;2,2312;0,5373;2,1447;0,2587;8,8281;0,4718;0,5982;2,1563;1,6209;4,3573;2,5146;1,9846;8,8281;0,4232;1,7706;0,4104;0,1795;3,4347;3,9476
141;23.07.1996;2,7020;1,8210;4,1957;2,2451;0,5381;2,1304;0,2590;8,8380;0,4722;0,5990;2,1507;1,6225;4,3609;2,5117;1,9702;8,8380;0,4233;1,7704;0,4124;0,1788;3,4302;3,9365
142;24.07.1996;2,7040;1,8190;4,2033;2,2336;0,5375;2,1337;0,2588;8,8300;0,4721;0,5987;2,1507;1,6214;4,3655;2,5079;1,9700;8,8300;0,4234;1,7685;0,4131;0,1787;3,4293;3,9503
143;25.07.1996;2,7020;1,8300;4,2120;2,2451;0,5400;2,1314;0,2603;8,8841;0,4744;0,5972;2,1581;1,6309;4,3771;2,5059;1,9678;8,8841;0,4254;1,7803;0,4129;0,1786;3,4469;3,9428
144;26.07.1996;2,7050;1,8265;4,2049;2,2337;0,5378;2,1385;0,2594;8,8543;0,4728;0,6010;2,1473;1,6248;4,3728;2,4907;1,9683;8,8543;0,4236;1,7729;0,4102;0,1771;3,4288;3,9431
145;29.07.1996;2,7025;1,8225;4,2121;2,2359;0,5374;2,1305;0,2591;8,8427;0,4719;0,5996;2,1431;1,6236;4,3744;2,4919;1,9666;8,8427;0,4234;1,7716;0,4108;0,1770;3,4309;3,9430
146;30.07.1996;2,7025;1,8285;4,2095;2,2470;0,5386;2,1208;0,2599;8,8697;0,4733;0,5983;2,1435;1,6281;4,3737;2,5053;1,9672;8,8697;0,4235;1,7761;0,4098;0,1767;3,4348;3,9424
147;31.07.1996;2,7005;1,8375;4,2090;2,2731;0,5414;2,0931;0,2612;8,9198;0,4757;0,6027;2,1534;1,6383;4,3782;2,5273;1,9644;8,9198;0,4254;1,7849;0,4099;0,1778;3,4569;3,9464
148;1.08.1996;2,7035;1,8335;4,2084;2,2516;0,5400;2,0935;0,2606;8,8982;0,4746;0,6021;2,1486;1,6347;4,3746;2,5244;1,9676;8,8982;0,4249;1,7814;0,4104;0,1780;3,4479;3,9623
149;2.08.1996;2,7100;1,8305;4,1827;2,2475;0,5393;2,0904;0,2602;8,8882;0,4739;0,6030;2,1480;1,6329;4,3576;2,5329;1,9716;8,8882;0,4246;1,7797;0,4110;0,1783;3,4404;3,9666
150;5.08.1996;2,7090;1,8340;4,1883;2,2616;0,5400;2,0925;0,2607;8,9043;0,4748;0,6042;2,1547;1,6357;4,3672;2,5353;1,9715;8,9043;0,4248;1,7856;0,4104;0,1786;3,4466;3,9588
151;6.08.1996;2,7205;1,8320;4,1905;2,2566;0,5385;2,1083;0,2603;8,8905;0,4739;0,6056;2,1594;1,6324;4,3689;2,5419;1,9760;8,8905;0,4241;1,7829;0,4118;0,1795;3,4467;3,9797
152;7.08.1996;2,7220;1,8345;4,1961;2,2550;0,5378;2,1165;0,2607;8,9012;0,4745;0,6091;2,1589;1,6349;4,3685;2,5310;1,9818;8,9012;0,4245;1,7844;0,4108;0,1791;3,4447;3,9702
153;8.08.1996;2,7250;1,8330;4,2046;2,2469;0,5378;2,1226;0,2605;8,8932;0,4740;0,6107;2,1594;1,6329;4,3726;2,5214;1,9889;8,8932;0,4247;1,7848;0,4098;0,1793;3,4450;3,9729
154;9.08.1996;2,7200;1,8375;4,2203;2,2582;0,5380;2,1169;0,2611;8,9169;0,4750;0,6092;2,1587;1,6382;4,3779;2,5143;1,9795;8,9169;0,4251;1,7859;0,4087;0,1790;3,4513;3,9615
155;12.08.1996;2,7195;1,8420;4,2150;2,2644;0,5386;2,1142;0,2619;8,9376;0,4762;0,6121;2,1624;1,6418;4,3799;2,5233;1,9832;8,9376;0,4251;1,7915;0,4097;0,1793;3,4590;3,9678
156;13.08.1996;2,7225;1,8430;4,2157;2,2657;0,5382;2,1202;0,2619;8,9438;0,4761;0,6119;2,1648;1,6426;4,3805;2,5303;1,9832;8,9438;0,4258;1,7913;0,4098;0,1797;3,4589;3,9762
157;14.08.1996;2,7315;1,8410;4,2303;2,2662;0,5386;2,1280;0,2616;8,9323;0,4760;0,6134;2,1681;1,6408;4,3901;2,5321;1,9878;8,9323;0,4258;1,7927;0,4113;0,1800;3,4624;3,9882
158;16.08.1996;2,7430;1,8400;4,2507;2,2686;0,5397;2,1485;0,2613;8,9271;0,4756;0,6136;2,1790;1,6393;4,4064;2,5451;1,9984;8,9271;0,4258;1,7956;0,4135;0,1809;3,4660;3,9916
159;19.08.1996;2,7385;1,8380;4,2333;2,2687;0,5380;2,1638;0,2614;8,9298;0,4756;0,6129;2,1737;1,6401;4,3950;2,5369;1,9918;8,9298;0,4258;1,7930;0,4134;0,1804;3,4647;3,9862
160;20.08.1996;2,7395;1,8375;4,2322;2,2650;0,5380;2,1552;0,2612;8,9198;0,4758;0,6111;2,1739;1,6383;4,3944;2,5369;1,9932;8,9198;0,4258;1,7927;0,4145;0,1805;3,4616;3,9865
161;21.08.1996;2,7320;1,8425;4,2330;2,2757;0,5386;2,1595;0,2617;8,9405;0,4765;0,6101;2,1761;1,6422;4,3958;2,5232;1,9881;8,9405;0,4252;1,7941;0,4135;0,1800;3,4644;3,9761
162;22.08.1996;2,7460;1,8350;4,2501;2,2737;0,5393;2,1730;0,2612;8,9249;0,4758;0,6061;2,1765;1,6380;4,4120;2,5274;1,9962;8,9249;0,4249;1,7924;0,4141;0,1806;3,4663;3,9988
163;23.08.1996;2,7400;1,8435;4,2593;2,2746;0,5397;2,1662;0,2618;8,9430;0,4767;0,6066;2,1799;1,6435;4,4229;2,5264;1,9996;8,9430;0,4259;1,7950;0,4146;0,1807;3,4692;3,9860
164;26.08.1996;2,7315;1,8475;4,2527;2,2915;0,5410;2,1601;0,2628;8,9675;0,4786;0,6095;2,1870;1,6491;4,4206;2,5340;1,9934;8,9675;0,4270;1,8011;0,4146;0,1809;3,4792;3,9754
165;27.08.1996;2,7300;1,8500;4,2543;2,2926;0,5404;2,1549;0,2628;8,9847;0,4786;0,6106;2,1857;1,6496;4,4254;2,5313;1,9946;8,9847;0,4258;1,8040;0,4139;0,1805;3,4786;3,9866
166;28.08.1996;2,7365;1,8520;4,2618;2,2934;0,5405;2,1639;0,2633;8,9925;0,4789;0,6096;2,1888;1,6510;4,4330;2,5279;2,0029;8,9925;0,4268;1,8054;0,4136;0,1809;3,4829;3,9990
167;29.08.1996;2,7390;1,8530;4,2690;2,2938;0,5407;2,1673;0,2634;9,0069;0,4794;0,6125;2,1895;1,6532;4,4371;2,5293;2,0038;9,0069;0,4268;1,8061;0,4134;0,1809;3,4861;3,9950
168;30.08.1996;2,7420;1,8490;4,2644;2,2778;0,5401;2,1669;0,2626;8,9784;0,4780;0,6137;2,1864;1,6490;4,4312;2,5199;2,0059;8,9784;0,4267;1,8037;0,4141;0,1811;3,4801;4,0012
169;2.09.1996;2,7430;1,8490;4,2853;2,2765;0,5409;2,1672;0,2629;8,9839;0,4787;0,6102;2,1899;1,6501;4,4464;2,5141;2,0042;8,9839;0,4275;1,8055;0,4139;0,1816;3,4885;3,9985
170;3.09.1996;2,7490;1,8485;4,2920;2,2747;0,5402;2,1748;0,2628;8,9749;0,4786;0,6097;2,1899;1,6495;4,4489;2,5129;2,0080;8,9749;0,4272;1,8063;0,4135;0,1816;3,4864;4,0073
171;4.09.1996;2,7480;1,8510;4,3038;2,2720;0,5398;2,1778;0,2629;8,9822;0,4788;0,6098;2,1881;1,6504;4,4574;2,5219;2,0061;8,9822;0,4282;1,8064;0,4133;0,1814;3,4886;3,9977
172;5.09.1996;2,7490;1,8545;4,3176;2,2764;0,5411;2,1821;0,2635;9,0060;0,4806;0,6112;2,1934;1,6540;4,4743;2,5214;2,0074;9,0060;0,4295;1,8104;0,4144;0,1821;3,4970;4,0038
173;6.09.1996;2,7500;1,8515;4,3063;2,2803;0,5411;2,1843;0,2631;8,9899;0,4798;0,6107;2,1909;1,6517;4,4657;2,5195;2,0054;8,9899;0,4302;1,8074;0,4144;0,1820;3,4934;4,0076
174;9.09.1996;2,7620;1,8520;4,3116;2,2727;0,5424;2,2123;0,2634;8,9938;0,4804;0,6117;2,1961;1,6535;4,4714;2,5352;2,0119;8,9938;0,4316;1,8079;0,4157;0,1829;3,4997;4,0215
175;10.09.1996;2,7760;1,8475;4,3213;2,2615;0,5409;2,2204;0,2625;8,9629;0,4789;0,6098;2,1907;1,6481;4,4789;2,5381;2,0275;8,9629;0,4304;1,8049;0,4143;0,1830;3,4940;4,0361
176;11.09.1996;2,7820;1,8420;4,3259;2,2554;0,5394;2,2277;0,2619;8,9489;0,4780;0,6088;2,1818;1,6439;4,4719;2,5245;2,0278;8,9489;0,4296;1,8004;0,4146;0,1826;3,4880;4,0313
177;12.09.1996;2,7860;1,8415;4,3321;2,2562;0,5393;2,2251;0,2617;8,9507;0,4780;0,6096;2,1817;1,6438;4,4820;2,5317;2,0311;8,9507;0,4298;1,7989;0,4164;0,1824;3,4886;4,0243
178;13.09.1996;2,7850;1,8410;4,3299;2,2487;0,5392;2,2174;0,2617;8,9436;0,4780;0,6090;2,1826;1,6432;4,4847;2,5226;2,0291;8,9436;0,4295;1,8001;0,4166;0,1822;3,4834;4,0234
179;16.09.1996;2,7855;1,8420;4,3226;2,2413;0,5407;2,2004;0,2617;8,9508;0,4782;0,6108;2,1857;1,6438;4,4725;2,5217;2,0331;8,9508;0,4299;1,8032;0,4191;0,1824;3,4862;4,0230
180;17.09.1996;2,7830;1,8400;4,3255;2,2431;0,5415;2,1951;0,2616;8,9384;0,4780;0,6106;2,1843;1,6421;4,4736;2,5254;2,0298;8,9384;0,4299;1,8017;0,4204;0,1827;3,4866;4,0176
181;18.09.1996;2,7825;1,8395;4,3388;2,2373;0,5400;2,1920;0,2614;8,9367;0,4778;0,6125;2,1841;1,6419;4,4764;2,5277;2,0285;8,9367;0,4297;1,8028;0,4194;0,1821;3,4882;4,0221
182;19.09.1996;2,7865;1,8450;4,3437;2,2495;0,5417;2,2021;0,2622;8,9659;0,4794;0,6165;2,1922;1,6462;4,4878;2,5479;2,0326;8,9659;0,4312;1,8105;0,4213;0,1828;3,4958;4,0267
183;20.09.1996;2,7930;1,8415;4,3417;2,2486;0,5435;2,2135;0,2617;8,9460;0,4788;0,6156;2,1892;1,6431;4,4731;2,5427;2,0397;8,9460;0,4311;1,8069;0,4223;0,1832;3,4991;4,0443
184;23.09.1996;2,7930;1,8420;4,3383;2,2559;0,5435;2,2116;0,2618;8,9462;0,4794;0,6159;2,1902;1,6432;4,4667;2,5424;2,0441;8,9462;0,4312;1,8089;0,4222;0,1831;3,5079;4,0361
185;24.09.1996;2,7900;1,8430;4,3451;2,2547;0,5441;2,2021;0,2620;8,9567;0,4798;0,6151;2,1900;1,6436;4,4704;2,5413;2,0390;8,9567;0,4313;1,8096;0,4235;0,1831;3,5068;4,0318
186;25.09.1996;2,7825;1,8445;4,3511;2,2578;0,5446;2,1994;0,2626;8,9553;0,4798;0,6144;2,1925;1,6440;4,4742;2,5261;2,0364;8,9553;0,4316;1,8108;0,4239;0,1840;3,5155;4,0262
187;26.09.1996;2,8040;1,8420;4,3792;2,2380;0,5441;2,2229;0,2617;8,9429;0,4791;0,6134;2,1878;1,6412;4,4842;2,5355;2,0494;8,9429;0,4316;1,8128;0,4219;0,1844;3,5160;4,0626
188;27.09.1996;2,8010;1,8380;4,3731;2,2310;0,5436;2,2193;0,2612;8,9181;0,4778;0,6148;2,1844;1,6379;4,4823;2,5264;2,0495;8,9181;0,4310;1,8074;0,4226;0,1841;3,5061;4,0424
189;30.09.1996;2,8110;1,8390;4,3908;2,2363;0,5439;2,2278;0,2616;8,9383;0,4791;0,6148;2,1877;1,6403;4,4954;2,5186;2,0625;8,9383;0,4318;1,8103;0,4238;0,1843;3,5094;4,0545
190;1.10.1996;2,8070;1,8390;4,3901;2,2386;0,5439;2,2191;0,2617;8,9408;0,4796;0,6149;2,1865;1,6412;4,4955;2,5224;2,0597;8,9408;0,4319;1,8098;0,4236;0,1844;3,5066;4,0406
191;2.10.1996;2,8115;1,8435;4,4060;2,2483;0,5447;2,2363;0,2622;8,9545;0,4803;0,6170;2,1921;1,6438;4,4970;2,5153;2,0667;8,9545;0,4330;1,8203;0,4263;0,1853;3,5166;4,0512
192;3.10.1996;2,8140;1,8370;4,4065;2,2433;0,5429;2,2238;0,2613;8,9234;0,4794;0,6161;2,1821;1,6384;4,4981;2,5255;2,0681;8,9234;0,4322;1,8163;0,4256;0,1853;3,5083;4,0513
193;4.10.1996;2,8145;1,8380;4,3997;2,2385;0,5430;2,2242;0,2613;8,9293;0,4792;0,6157;2,1847;1,6381;4,4974;2,5226;2,0721;8,9293;0,4321;1,8166;0,4252;0,1850;3,5115;4,0485
194;7.10.1996;2,8130;1,8370;4,3960;2,2380;0,5434;2,2123;0,2611;8,9202;0,4795;0,6155;2,1839;1,6369;4,5022;2,5230;2,0783;8,9202;0,4320;1,8177;0,4257;0,1856;3,5141;4,0463
195;8.10.1996;2,8070;1,8395;4,3839;2,2490;0,5442;2,2123;0,2615;8,9352;0,4801;0,6158;2,1867;1,6395;4,5049;2,5259;2,0722;8,9352;0,4322;1,8186;0,4254;0,1852;3,5180;4,0377
196;9.10.1996;2,8100;1,8365;4,3975;2,2374;0,5434;2,2180;0,2611;8,9206;0,4793;0,6150;2,1845;1,6368;4,5025;2,5179;2,0769;8,9206;0,4318;1,8161;0,4268;0,1848;3,5178;4,0490
197;10.10.1996;2,8095;1,8345;4,3981;2,2420;0,5428;2,2139;0,2609;8,9051;0,4788;0,6136;2,1807;1,6360;4,5067;2,5235;2,0793;8,9051;0,4315;1,8138;0,4253;0,1842;3,5119;4,0424
198;11.10.1996;2,8150;1,8405;4,4380;2,2475;0,5438;2,2274;0,2617;8,9393;0,4801;0,6157;2,1872;1,6411;4,5323;2,5247;2,0760;8,9393;0,4331;1,8191;0,4268;0,1849;3,5267;4,0504
199;14.10.1996;2,8150;1,8395;4,4415;2,2461;0,5432;2,2281;0,2615;8,9245;0,4797;0,6160;2,1871;1,6398;4,5235;2,5207;2,0816;8,9245;0,4333;1,8185;0,4271;0,1849;3,5285;4,0539
200;15.10.1996;2,8210;1,8340;4,4671;2,2292;0,5415;2,2332;0,2605;8,8958;0,4782;0,6138;2,1807;1,6334;4,5361;2,5130;2,0859;8,8958;0,4321;1,8144;0,4261;0,1845;3,5179;4,0625
201;16.10.1996;2,8290;1,8360;4,4855;2,2298;0,5430;2,2387;0,2610;8,9146;0,4793;0,6155;2,1848;1,6365;4,5380;2,5233;2,0878;8,9146;0,4331;1,8207;0,4273;0,1847;3,5261;4,0652
202;17.10.1996;2,8315;1,8410;4,4952;2,2352;0,5439;2,2415;0,2615;8,9298;0,4801;0,6157;2,1836;1,6396;4,5319;2,5253;2,0909;8,9298;0,4338;1,8234;0,4259;0,1838;3,5305;4,0665
203;18.10.1996;2,8360;1,8390;4,4987;2,2343;0,5448;2,2538;0,2614;8,9295;0,4802;0,6145;2,1855;1,6393;4,5383;2,5218;2,0972;8,9295;0,4339;1,8268;0,4273;0,1847;3,5340;4,0753
204;21.10.1996;2,8300;1,8395;4,5100;2,2320;0,5445;2,2584;0,2614;8,9303;0,4806;0,6146;2,1863;1,6400;4,5367;2,5083;2,0971;8,9303;0,4342;1,8255;0,4272;0,1844;3,5362;4,0638
205;22.10.1996;2,8270;1,8425;4,5102;2,2371;0,5454;2,2510;0,2620;8,9462;0,4817;0,6153;2,1913;1,6436;4,5436;2,5054;2,0983;8,9462;0,4350;1,8288;0,4286;0,1847;3,5417;4,0600
206;23.10.1996;2,8180;1,8525;4,5059;2,2535;0,5478;2,2402;0,2633;8,9923;0,4831;0,6175;2,1987;1,6520;4,5503;2,5000;2,0933;8,9923;0,4365;1,8311;0,4292;0,1845;3,5509;4,0523
207;24.10.1996;2,8225;1,8535;4,4923;2,2451;0,5490;2,2364;0,2634;8,9974;0,4834;0,6172;2,1999;1,6524;4,5400;2,5023;2,0996;8,9974;0,4371;1,8363;0,4287;0,1845;3,5539;4,0658
208;25.10.1996;2,8250;1,8525;4,5135;2,2380;0,5489;2,2396;0,2634;8,9954;0,4830;0,6184;2,2009;1,6516;4,5535;2,4936;2,0983;8,9954;0,4376;1,8383;0,4280;0,1853;3,5526;4,0730
209;28.10.1996;2,8190;1,8510;4,5446;2,2325;0,5481;2,2297;0,2632;8,9834;0,4826;0,6182;2,1992;1,6510;4,5822;2,4656;2,0973;8,9834;0,4380;1,8344;0,4281;0,1852;3,5526;4,0590
210;29.10.1996;2,8090;1,8605;4,5124;2,2422;0,5501;2,2193;0,2644;9,0290;0,4841;0,6204;2,2058;1,6604;4,5505;2,4689;2,0871;9,0290;0,4391;1,8377;0,4283;0,1849;3,5607;4,0476
211;30.10.1996;2,8100;1,8635;4,5863;2,2401;0,5509;2,2291;0,2647;9,0434;0,4847;0,6218;2,2078;1,6603;4,5998;2,4558;2,0930;9,0434;0,4407;1,8389;0,4292;0,1852;3,5692;4,0589
212;31.10.1996;2,8105;1,8575;4,5729;2,2345;0,5501;2,2263;0,2638;9,0118;0,4835;0,6199;2,2039;1,6553;4,5766;2,4733;2,0971;9,0118;0,4406;1,8359;0,4280;0,1855;3,5626;4,0585
213;4.11.1996;2,8120;1,8575;4,6068;2,2177;0,5495;2,2126;0,2642;9,0172;0,4835;0,6191;2,2057;1,6579;4,6113;2,4855;2,1064;9,0172;0,4412;1,8376;0,4264;0,1850;3,5636;4,0653
214;5.11.1996;2,8090;1,8545;4,6399;2,2061;0,5486;2,2115;0,2638;9,0032;0,4829;0,6175;2,2043;1,6540;4,6376;2,4640;2,1018;9,0032;0,4409;1,8333;0,4246;0,1847;3,5588;4,0669
215;6.11.1996;2,8160;1,8535;4,6209;2,2071;0,5486;2,2287;0,2635;8,9997;0,4827;0,6166;2,2039;1,6540;4,6270;2,4716;2,1140;8,9997;0,4404;1,8351;0,4256;0,1848;3,5556;4,0782
216;7.11.1996;2,8105;1,8655;4,6195;2,2244;0,5514;2,2016;0,2650;9,0472;0,4852;0,6174;2,2138;1,6621;4,6332;2,5139;2,1076;9,0472;0,4431;1,8423;0,4245;0,1853;3,5684;4,0614
217;8.11.1996;2,8090;1,8605;4,6307;2,2066;0,5501;2,2120;0,2643;9,0249;0,4837;0,6161;2,2086;1,6584;4,6422;2,5114;2,1097;9,0249;0,4434;1,8384;0,4243;0,1848;3,5598;4,0823
218;12.11.1996;2,7965;1,8655;4,6101;2,2209;0,5514;2,2016;0,2652;9,0546;0,4857;0,6185;2,2154;1,6635;4,6223;2,5126;2,0970;9,0546;0,4440;1,8410;0,4231;0,1848;3,5656;4,0718
219;13.11.1996;2,8050;1,8625;4,6379;2,2139;0,5510;2,2097;0,2647;9,0367;0,4845;0,6181;2,2122;1,6607;4,6494;2,5187;2,1021;9,0367;0,4438;1,8402;0,4224;0,1849;3,5673;4,0931
220;14.11.1996;2,8090;1,8650;4,6785;2,2134;0,5519;2,2228;0,2652;9,0482;0,4858;0,6197;2,2173;1,6633;4,6801;2,5165;2,1038;9,0482;0,4447;1,8451;0,4246;0,1853;3,5806;4,0876
221;15.11.1996;2,8120;1,8665;4,6828;2,2029;0,5522;2,2201;0,2652;9,0534;0,4863;0,6199;2,2179;1,6644;4,6835;2,5360;2,1010;9,0534;0,4445;1,8447;0,4244;0,1855;3,5822;4,0949
222;18.11.1996;2,8140;1,8675;4,6931;2,2126;0,5529;2,2280;0,2655;9,0643;0,4867;0,6207;2,2203;1,6666;4,6994;2,5238;2,0995;9,0643;0,4434;1,8480;0,4251;0,1856;3,5893;4,0985
223;19.11.1996;2,8070;1,8700;4,7026;2,2137;0,5523;2,2288;0,2655;9,0636;0,4865;0,6198;2,2203;1,6656;4,7105;2,5211;2,0884;9,0636;0,4435;1,8467;0,4246;0,1856;3,5881;4,0877
224;20.11.1996;2,8055;1,8715;4,7064;2,2106;0,5527;2,2369;0,2658;9,0734;0,4871;0,6202;2,2232;1,6677;4,7159;2,5236;2,0916;9,0734;0,4444;1,8509;0,4245;0,1869;3,5936;4,0914
225;21.11.1996;2,8125;1,8705;4,7341;2,2144;0,5530;2,2762;0,2659;9,1019;0,4873;0,6205;2,2268;1,6685;4,7404;2,5157;2,1000;9,1019;0,4441;1,8525;0,4250;0,1875;3,5979;4,1094
226;22.11.1996;2,8100;1,8715;4,7354;2,2161;0,5521;2,2795;0,2659;9,0792;0,4871;0,6200;2,2242;1,6683;4,7378;2,5247;2,0992;9,0792;0,4435;1,8490;0,4238;0,1876;3,5961;4,1034
227;25.11.1996;2,8245;1,8650;4,7463;2,2110;0,5509;2,2956;0,2650;9,0529;0,4860;0,6194;2,2171;1,6617;4,7439;2,5089;2,1077;9,0529;0,4423;1,8490;0,4263;0,1882;3,5944;4,1234
228;26.11.1996;2,8385;1,8580;4,7364;2,1944;0,5483;2,3042;0,2642;9,0197;0,4842;0,6174;2,2084;1,6570;4,7403;2,5189;2,1150;9,0197;0,4406;1,8394;0,4252;0,1874;3,5826;4,1275
229;27.11.1996;2,8330;1,8590;4,7550;2,1961;0,5486;2,2991;0,2641;9,0194;0,4840;0,6176;2,2080;1,6560;4,7613;2,5036;2,1106;9,0194;0,4421;1,8408;0,4245;0,1872;3,5820;4,1034
230;28.11.1996;2,8490;1,8575;4,7802;2,1975;0,5475;2,3091;0,2641;9,0187;0,4842;0,6189;2,2056;1,6560;4,7874;2,5084;2,1113;9,0187;0,4444;1,8386;0,4254;0,1882;3,5841;4,1260
231;29.11.1996;2,8485;1,8560;4,7922;2,1928;0,5462;2,3117;0,2637;9,0114;0,4835;0,6187;2,2011;1,6543;4,7938;2,5049;2,1136;9,0114;0,4443;1,8389;0,4248;0,1883;3,5817;4,1253
232;2.12.1996;2,8485;1,8460;4,7995;2,1691;0,5441;2,3383;0,2625;8,9575;0,4817;0,6164;2,1919;1,6460;4,7882;2,5033;2,1092;8,9575;0,4424;1,8295;0,4242;0,1879;3,5722;4,1253
