data;THB;USD;AUD;HKD;CAD;NZD;SGD;EUR;HUF;CHF;GBP;UAH;JPY;CZK;DKK;EEK;ISK;NOK;SKK;SEK;HRK;RON;BGN;TRY;LTL;LVL;PHP;MXN;ZAR;BRL;MYR;RUB;IDR;KRW;CNY;XDR;NR TAB;;z dnia
;bat (Tajlandia);dolar amerykański;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Węgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duńska;korona estońska;korona islandzka;korona norweska;korona słowacka;korona szwedzka;kuna chorwacka;lej rumuński;lew bułgarski;lira turecka;lit litewski;łat łotewski;peso filipińskie;peso meksykańskie;rand (RPA);real brazylijski;ringgit malezyjski;rubel rosyjski;rupia (Indonezja);won (Korea Płd.);yuan renminbi(Chiny);SDR (MFW);;;
;1;1;1;1;1;1;1;1;100;1;1;1;100;1;1;1;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10000;100;1;1;;;
31.12.2007;;2,4350;2,1390;0,3123;2,4854;;;3,5820;1,4188;2,1614;4,8688;0,4814;2,1728;0,1348;0,4803;0,2289;;0,4497;0,1066;0,3805;;0,9979;1,8314;;1,0374;5,1399;;;0,3578;;;0,0995;;;;3,8484;252;/A/NBP/2007;31.12.2007
2.01.2008;0,0731;2,4550;2,1629;0,3142;2,4857;1,8975;1,7053;3,5975;1,4220;2,1737;4,8714;0,4853;2,1995;0,1366;0,4825;0,2299;3,9161;0,4524;0,1072;0,3826;0,4907;1,0028;1,8394;2,0964;1,0419;5,1503;0,0596;0,2253;0,3581;1,3948;0,7440;0,1001;2,6154;0,2621;0,3367;3,8651;1;/A/NBP/2008;2.01.2008
3.01.2008;0,0734;2,4550;2,1634;0,3148;2,4718;1,9039;1,7136;3,6125;1,4267;2,1989;4,8461;0,4857;2,2517;0,1375;0,4846;0,2309;3,9290;0,4551;0,1076;0,3838;0,4920;1,0052;1,8470;2,0947;1,0462;5,1725;0,0599;0,2250;0,3587;1,3899;0,7413;0,1004;2,6089;0,2623;0,3378;3,8822;2;/A/NBP/2008;3.01.2008
4.01.2008;0,0731;2,4529;2,1602;0,3145;2,4793;1,8952;1,7115;3,6075;1,4192;2,2034;4,8488;0,4855;2,2430;0,1379;0,4842;0,2306;3,9824;0,4574;0,1079;0,3854;0,4908;1,0044;1,8445;2,1134;1,0448;5,1639;0,0599;0,2254;0,3579;1,3987;0,7460;0,1003;2,6015;0,2613;0,3372;3,8774;3;/A/NBP/2008;4.01.2008
7.01.2008;0,0736;2,4511;2,1441;0,3142;2,4374;1,8783;1,7068;3,6010;1,4145;2,1970;4,8358;0,4854;2,2414;0,1379;0,4833;0,2301;3,9654;0,4580;0,1080;0,3841;0,4899;1,0026;1,8411;2,0924;1,0429;5,1546;0,0598;0,2243;0,3544;1,3990;0,7423;0,1001;2,5927;0,2606;0,3371;3,8684;4;/A/NBP/2008;7.01.2008
8.01.2008;0,0735;2,4463;2,1511;0,3135;2,4445;1,8833;1,7091;3,6008;1,4151;2,1926;4,8456;0,4844;2,2318;0,1379;0,4834;0,2301;3,9530;0,4566;0,1078;0,3841;0,4901;1,0017;1,8410;2,1094;1,0428;5,1602;0,0600;0,2247;0,3553;1,3823;0,7482;0,1000;2,5894;0,2604;0,3367;3,8664;5;/A/NBP/2008;8.01.2008
9.01.2008;0,0737;2,4429;2,1578;0,3130;2,4337;1,8819;1,7074;3,5940;1,4125;2,1964;4,7971;0,4840;2,2367;0,1384;0,4825;0,2297;3,8818;0,4557;0,1079;0,3821;0,4891;0,9893;1,8376;2,1042;1,0409;5,1505;0,0602;0,2237;0,3570;1,3820;0,7457;0,0999;2,5875;0,2606;0,3363;3,8657;6;/A/NBP/2008;9.01.2008
10.01.2008;0,0738;2,4450;2,1647;0,3133;2,4252;1,8998;1,7071;3,5930;1,4129;2,2000;4,7974;0,4840;2,2262;0,1388;0,4824;0,2296;3,8751;0,4587;0,1080;0,3816;0,4890;0,9743;1,8371;2,1104;1,0406;5,1527;0,0600;0,2235;0,3567;1,3850;0,7455;0,1000;2,5918;0,2608;0,3364;3,8683;7;/A/NBP/2008;10.01.2008
11.01.2008;0,0730;2,4220;2,1681;0,3104;2,3972;1,9007;1,6921;3,5810;1,4122;2,1979;4,7277;0,4797;2,2232;0,1385;0,4809;0,2289;3,8697;0,4578;0,1077;0,3813;0,4871;0,9781;1,8309;2,1056;1,0371;5,1230;0,0597;0,2212;0,3548;1,3824;0,7425;0,0994;2,5694;0,2584;0,3336;3,8556;8;/A/NBP/2008;11.01.2008
14.01.2008;0,0727;2,4055;2,1591;0,3082;2,3683;1,8994;1,6830;3,5825;1,4125;2,2044;4,7200;0,4764;2,2331;0,1381;0,4811;0,2290;3,7738;0,4572;0,1078;0,3800;0,4874;0,9658;1,8317;2,0906;1,0375;5,1259;0,0593;0,2215;0,3568;1,3698;0,7419;0,0991;2,5473;0,2566;0,3317;3,8353;9;/A/NBP/2008;14.01.2008
15.01.2008;0,0726;2,4052;2,1651;0,3086;2,3644;1,9012;1,6831;3,5735;1,4089;2,2024;4,7169;0,4756;2,2377;0,1381;0,4800;0,2284;3,7797;0,4560;0,1072;0,3811;0,4861;0,9667;1,8271;2,0895;1,0349;5,1167;0,0593;0,2206;0,3569;1,3899;0,7378;0,0990;2,5510;0,2572;0,3322;3,8177;10;/A/NBP/2008;15.01.2008
16.01.2008;0,0733;2,4272;2,1347;0,3113;2,3704;1,8712;1,6986;3,5950;1,4094;2,2302;4,7562;0,4796;2,2880;0,1380;0,4828;0,2298;3,7104;0,4524;0,1072;0,3815;0,4895;0,9702;1,8381;2,0738;1,0412;5,1512;0,0595;0,2215;0,3501;1,3854;0,7430;0,0997;2,5739;0,2582;0,3356;3,8388;11;/A/NBP/2008;16.01.2008
17.01.2008;0,0742;2,4606;2,1715;0,3153;2,4118;1,9019;1,7172;3,5977;1,4095;2,2240;4,8464;0,4858;2,2880;0,1379;0,4829;0,2299;3,7582;0,4523;0,1074;0,3818;0,4903;0,9779;1,8395;2,0813;1,0420;5,1521;0,0602;0,2250;0,3512;1,3932;0,7497;0,1004;2,6057;0,2603;0,3396;3,8618;12;/A/NBP/2008;17.01.2008
18.01.2008;0,0749;2,4782;2,1737;0,3177;2,4145;1,8931;1,7262;3,6250;1,4106;2,2465;4,8568;0,4897;2,3151;0,1383;0,4862;0,2317;3,7855;0,4531;0,1070;0,3847;0,4942;0,9801;1,8534;2,0831;1,0499;5,1904;0,0607;0,2267;0,3511;1,3812;0,7543;0,1011;2,6228;0,2631;0,3425;3,9027;13;/A/NBP/2008;18.01.2008
21.01.2008;0,0757;2,5112;2,1871;0,3213;2,4389;1,8946;1,7371;3,6395;1,4104;2,2753;4,8990;0,4961;2,3658;0,1385;0,4884;0,2326;3,7973;0,4541;0,1075;0,3845;0,4958;0,9792;1,8608;2,0830;1,0541;5,2134;0,0611;0,2292;0,3502;1,4051;0,7642;0,1016;2,6568;0,2646;0,3468;3,9209;14;/A/NBP/2008;21.01.2008
22.01.2008;0,0759;2,5263;2,1658;0,3237;2,4401;1,8887;1,7471;3,6577;1,4073;2,2827;4,9254;0,4992;2,3747;0,1392;0,4910;0,2338;3,7739;0,4545;0,1077;0,3849;0,4995;0,9733;1,8701;2,0551;1,0593;5,2388;0,0608;0,2301;0,3484;1,3772;0,7684;0,1020;2,6683;0,2649;0,3492;3,9405;15;/A/NBP/2008;22.01.2008
23.01.2008;0,0749;2,4861;2,1588;0,3184;2,4214;1,8996;1,7300;3,6280;1,4072;2,2710;4,8646;0,4901;2,3395;0,1394;0,4870;0,2319;3,7505;0,4501;0,1075;0,3819;0,4960;0,9629;1,8549;2,0755;1,0508;5,1955;0,0603;0,2271;0,3489;1,3838;0,7621;0,1008;2,6447;0,2608;0,3436;3,9453;16;/A/NBP/2008;23.01.2008
24.01.2008;0,0749;2,4784;2,1628;0,3174;2,4358;1,8992;1,7304;3,6225;1,4043;2,2731;4,8549;0,4892;2,3363;0,1394;0,4861;0,2315;3,7351;0,4496;0,1070;0,3818;0,4983;0,9618;1,8521;2,0641;1,0492;5,1906;0,0603;0,2270;0,3505;1,3831;0,7593;0,1007;2,6447;0,2610;0,3429;3,9269;17;/A/NBP/2008;24.01.2008
25.01.2008;0,0741;2,4542;2,1678;0,3142;2,4328;1,8945;1,7247;3,6135;1,4060;2,2433;4,8588;0,4843;2,2800;0,1397;0,4849;0,2309;3,7666;0,4509;0,1081;0,3821;0,4970;0,9575;1,8475;2,0740;1,0466;5,1821;0,0601;0,2252;0,3464;1,3742;0,7524;0,1002;2,6311;0,2592;0,3403;3,9018;18;/A/NBP/2008;25.01.2008
28.01.2008;0,0748;2,4665;2,1706;0,3158;2,4379;1,9039;1,7346;3,6245;1,4013;2,2565;4,8841;0,4873;2,3154;0,1399;0,4863;0,2316;3,7775;0,4493;0,1078;0,3822;0,4984;0,9598;1,8532;2,0676;1,0497;5,1964;0,0602;0,2265;0,3426;1,3801;0,7611;0,1004;2,6329;0,2596;0,3427;3,9056;19;/A/NBP/2008;28.01.2008
29.01.2008;0,0742;2,4501;2,1773;0,3140;2,4465;1,9079;1,7270;3,6185;1,3996;2,2416;4,8691;0,4843;2,2964;0,1396;0,4856;0,2313;3,7876;0,4493;0,1076;0,3825;0,4986;0,9670;1,8501;2,0766;1,0480;5,1886;0,0603;0,2255;0,3436;1,3726;0,7563;0,1000;2,6274;0,2595;0,3406;3,8934;20;/A/NBP/2008;29.01.2008
30.01.2008;0,0743;2,4503;2,1734;0,3140;2,4562;1,9037;1,7252;3,6218;1,4034;2,2445;4,8765;0,4842;2,2898;0,1391;0,4860;0,2315;3,8068;0,4500;0,1072;0,3837;0,5009;0,9684;1,8518;2,0767;1,0490;5,1918;0,0601;0,2259;0,3370;1,3738;0,7582;0,1001;2,6375;0,2594;0,3407;3,8993;21;/A/NBP/2008;30.01.2008
31.01.2008;0,0740;2,4438;2,1762;0,3132;2,4567;1,9150;1,7242;3,6260;1,3972;2,2562;4,8593;0,4831;2,2920;0,1394;0,4866;0,2317;3,7669;0,4500;0,1072;0,3836;0,5026;0,9781;1,8539;2,0809;1,0502;5,1963;0,0603;0,2251;0,3288;1,3896;0,7555;0,1000;2,6415;0,2588;0,3401;3,8969;22;/A/NBP/2008;31.01.2008
1.02.2008;0,0735;2,4215;2,1787;0,3106;2,4272;1,9149;1,7112;3,6025;1,3958;2,2418;4,8259;0,4786;2,2759;0,1390;0,4833;0,2302;3,7444;0,4489;0,1076;0,3806;0,4985;0,9734;1,8419;2,0692;1,0434;5,1634;0,0599;0,2236;0,3271;1,3768;0,7506;0,0991;2,6321;0,2566;0,3372;3,8648;23;/A/NBP/2008;1.02.2008
4.02.2008;0,0731;2,4082;2,1844;0,3088;2,4161;1,9115;1,7021;3,5670;1,3902;2,2079;4,7579;0,4760;2,2538;0,1380;0,4786;0,2280;3,7242;0,4446;0,1070;0,3792;0,4930;0,9841;1,8238;2,0640;1,0331;5,1110;0,0592;0,2230;0,3249;1,3795;0,7463;0,0984;2,6168;0,2555;0,3351;3,8225;24;/A/NBP/2008;4.02.2008
5.02.2008;0,0732;2,4281;2,2003;0,3113;2,4296;1,9243;1,7158;3,5748;1,3870;2,2097;4,7852;0,4799;2,2644;0,1394;0,4796;0,2285;3,7276;0,4459;0,1074;0,3806;0,4941;0,9854;1,8277;2,0762;1,0354;5,1281;0,0599;0,2240;0,3248;1,3903;0,7458;0,0988;2,6409;0,2578;0,3381;3,8331;25;/A/NBP/2008;5.02.2008
6.02.2008;0,0746;2,4580;2,1908;0,3152;2,4380;1,9174;1,7320;3,5905;1,3756;2,2385;4,8133;0,4857;2,3115;0,1397;0,4817;0,2295;3,7157;0,4456;0,1074;0,3793;0,4940;0,9768;1,8358;2,0650;1,0399;5,1551;0,0604;0,2267;0,3212;1,3972;0,7576;0,0996;2,6588;0,2605;0,3418;3,8685;26;/A/NBP/2008;6.02.2008
7.02.2008;0,0747;2,4568;2,1936;0,3150;2,4408;1,9401;1,7365;3,5979;1,3636;2,2449;4,8023;0,4861;2,3078;0,1407;0,4827;0,2299;3,6964;0,4459;0,1071;0,3818;0,4948;0,9791;1,8396;2,0618;1,0421;5,1657;0,0605;0,2268;0,3194;1,3962;0,7592;0,0998;2,6598;0,2609;0,3418;3,8913;27;/A/NBP/2008;7.02.2008
8.02.2008;0,0759;2,4971;2,2354;0,3201;2,4796;1,9660;1,7595;3,6185;1,3626;2,2596;4,8695;0,4936;2,3220;0,1411;0,4855;0,2313;3,7139;0,4502;0,1076;0,3833;0,4970;0,9821;1,8501;2,0748;1,0480;5,1975;0,0614;0,2315;0,3230;1,4261;0,7635;0,1008;2,7035;0,2651;0,3473;3,9260;28;/A/NBP/2008;8.02.2008
11.02.2008;0,0756;2,4906;2,2526;0,3196;2,4979;1,9682;1,7569;3,6229;1,3619;2,2716;4,8532;0,4919;2,3384;0,1409;0,4861;0,2315;3,6472;0,4506;0,1085;0,3848;0,4976;0,9907;1,8523;2,0257;1,0493;5,2023;0,0609;0,2316;0,3183;1,4068;0,7645;0,1009;2,6925;0,2636;0,3464;3,9262;29;/A/NBP/2008;11.02.2008
12.02.2008;0,0756;2,4895;2,2486;0,3193;2,4853;1,9632;1,7555;3,6120;1,3682;2,2581;4,8425;0,4920;2,3265;0,1407;0,4846;0,2309;3,6131;0,4509;0,1089;0,3837;0,4965;0,9933;1,8468;2,0276;1,0461;5,1844;0,0611;0,2311;0,3196;1,4075;0,7622;0,1008;2,6816;0,2633;0,3463;3,9170;30;/A/NBP/2008;12.02.2008
13.02.2008;0,0753;2,4700;2,2212;0,3167;2,4689;1,9403;1,7436;3,5987;1,3695;2,2402;4,8399;0,4886;2,3034;0,1410;0,4828;0,2300;3,6817;0,4503;0,1086;0,3848;0,4948;0,9915;1,8400;2,0470;1,0422;5,1683;0,0604;0,2296;0,3208;1,4063;0,7632;0,1002;2,6675;0,2613;0,3432;3,9001;31;/A/NBP/2008;13.02.2008
14.02.2008;0,0751;2,4543;2,2171;0,3146;2,4605;1,9321;1,7318;3,5870;1,3718;2,2208;4,8307;0,4852;2,2662;0,1415;0,4812;0,2293;3,6718;0,4505;0,1090;0,3846;0,4939;0,9847;1,8340;2,0518;1,0389;5,1500;0,0599;0,2285;0,3209;1,4031;0,7606;0,0997;2,6531;0,2596;0,3413;3,8815;32;/A/NBP/2008;14.02.2008
15.02.2008;0,0753;2,4453;2,2206;0,3136;2,4628;1,9333;1,7315;3,5902;1,3695;2,2342;4,8049;0,4837;2,2617;0,1426;0,4816;0,2295;3,6753;0,4530;0,1089;0,3851;0,4945;0,9849;1,8356;2,0490;1,0398;5,1524;0,0601;0,2275;0,3216;1,4031;0,7582;0,0995;2,6689;0,2588;0,3406;3,8753;33;/A/NBP/2008;15.02.2008
18.02.2008;0,0751;2,4461;2,2275;0,3135;2,4257;1,9392;1,7327;3,5793;1,3616;2,2210;4,7705;0,4841;2,2604;0,1417;0,4801;0,2288;3,6636;0,4535;0,1084;0,3854;0,4917;0,9836;1,8300;2,0466;1,0367;5,1338;0,0602;0,2274;0,3204;1,3949;0,7573;0,0994;2,6687;0,2588;0,3414;3,8572;34;/A/NBP/2008;18.02.2008
19.02.2008;0,0748;2,4290;2,2367;0,3113;2,4134;1,9407;1,7195;3,5759;1,3564;2,2172;4,7319;0,4829;2,2575;0,1415;0,4796;0,2285;3,6392;0,4534;0,1083;0,3832;0,4910;0,9828;1,8283;2,0334;1,0357;5,1341;0,0598;0,2261;0,3188;1,4010;0,7579;0,0990;2,6503;0,2573;0,3394;3,8536;35;/A/NBP/2008;19.02.2008
20.02.2008;0,0751;2,4342;2,2316;0,3120;2,4017;1,9410;1,7226;3,5838;1,3483;2,2196;4,7358;0,4866;2,2594;0,1415;0,4808;0,2290;3,6268;0,4540;0,1080;0,3845;0,4921;0,9826;1,8323;2,0210;1,0380;5,1469;0,0597;0,2259;0,3120;1,4035;0,7554;0,0992;2,6532;0,2572;0,3408;3,8506;36;/A/NBP/2008;20.02.2008
21.02.2008;0,0750;2,4255;2,2284;0,3109;2,3997;1,9389;1,7199;3,5761;1,3515;2,2090;4,7400;0,4829;2,2439;0,1419;0,4798;0,2286;3,6221;0,4548;0,1081;0,3839;0,4909;0,9775;1,8284;2,0092;1,0357;5,1329;0,0598;0,2248;0,3094;1,4133;0,7544;0,0989;2,6458;0,2558;0,3397;3,8534;37;/A/NBP/2008;21.02.2008
22.02.2008;0,0745;2,4074;2,2260;0,3089;2,3807;1,9443;1,7125;3,5725;1,3467;2,2155;4,7337;0,4772;2,2503;0,1426;0,4793;0,2283;3,5991;0,4530;0,1083;0,3840;0,4903;0,9730;1,8266;1,9961;1,0346;5,1285;0,0594;0,2229;0,3089;1,4046;0,7487;0,0985;2,6270;0,2539;0,3373;3,8344;38;/A/NBP/2008;22.02.2008
25.02.2008;0,0744;2,4049;2,2230;0,3085;2,3865;1,9457;1,7110;3,5630;1,3518;2,2060;4,7267;0,4762;2,2316;0,1424;0,4779;0,2277;3,6138;0,4527;0,1088;0,3831;0,4893;0,9737;1,8217;2,0072;1,0319;5,1163;0,0591;0,2234;0,3137;1,4066;0,7474;0,0984;2,6204;0,2540;0,3363;3,8150;39;/A/NBP/2008;25.02.2008
26.02.2008;0,0739;2,3785;2,2066;0,3051;2,3878;1,9283;1,6914;3,5318;1,3600;2,1871;4,6785;0,4706;2,2027;0,1412;0,4736;0,2257;3,5982;0,4480;0,1077;0,3802;0,4851;0,9685;1,8058;1,9931;1,0229;5,0693;0,0588;0,2211;0,3112;1,3935;0,7408;0,0975;2,6167;0,2511;0,3324;3,7820;40;/A/NBP/2008;26.02.2008
27.02.2008;0,0732;2,3507;2,2067;0,3020;2,4061;1,9265;1,6828;3,5395;1,3755;2,1993;4,6769;0,4649;2,2097;0,1412;0,4748;0,2262;3,5943;0,4505;0,1078;0,3794;0,4863;0,9721;1,8097;1,9851;1,0251;5,0818;0,0584;0,2191;0,3144;1,3968;0,7360;0,0973;2,6018;0,2499;0,3293;3,7843;41;/A/NBP/2008;27.02.2008
28.02.2008;0,0729;2,3320;2,1966;0,2995;2,3842;1,9010;1,6707;3,5219;1,3627;2,1941;4,6207;0,4617;2,1897;0,1404;0,4725;0,2251;3,5641;0,4477;0,1073;0,3764;0,4842;0,9647;1,8007;1,9734;1,0200;5,0529;0,0577;0,2179;0,3111;1,3946;0,7279;0,0968;2,5665;0,2489;0,3278;3,7475;42;/A/NBP/2008;28.02.2008
29.02.2008;0,0725;2,3155;2,1841;0,2978;2,3678;1,8832;1,6630;3,5204;1,3429;2,2083;4,5901;0,4595;2,2184;0,1397;0,4724;0,2250;3,5292;0,4462;0,1083;0,3749;0,4842;0,9494;1,7999;1,9418;1,0195;5,0486;0,0573;0,2169;0,3035;1,3868;0,7270;0,0965;2,5546;0,2466;0,3257;3,7310;43;/A/NBP/2008;29.02.2008
3.03.2008;0,0736;2,3305;2,1690;0,2994;2,3636;1,8535;1,6730;3,5356;1,3372;2,2402;4,6284;0,4614;2,2595;0,1409;0,4745;0,2260;3,5074;0,4470;0,1086;0,3771;0,4861;0,9410;1,8077;1,9067;1,0240;5,0690;0,0573;0,2172;0,2955;1,3783;0,7260;0,0969;2,5644;0,2460;0,3281;3,7544;44;/A/NBP/2008;3.03.2008
4.03.2008;0,0732;2,3171;2,1598;0,2978;2,3434;1,8626;1,6670;3,5221;1,3412;2,2303;4,6001;0,4597;2,2452;0,1415;0,4727;0,2251;3,5011;0,4484;0,1088;0,3763;0,4844;0,9473;1,8008;1,9189;1,0200;5,0518;0,0571;0,2167;0,2967;1,3891;0,7255;0,0964;2,5515;0,2447;0,3262;3,7366;45;/A/NBP/2008;4.03.2008
5.03.2008;0,0736;2,3255;2,1464;0,2984;2,3420;1,8435;1,6710;3,5290;1,3386;2,2320;4,6013;0,4608;2,2417;0,1411;0,4737;0,2255;3,5139;0,4492;0,1091;0,3768;0,4848;0,9490;1,8043;1,9155;1,0221;5,0609;0,0570;0,2170;0,2965;1,3912;0,7282;0,0966;2,5560;0,2451;0,3270;3,7458;46;/A/NBP/2008;5.03.2008
6.03.2008;0,0733;2,3075;2,1579;0,2964;2,3440;1,8517;1,6657;3,5379;1,3467;2,2373;4,6027;0,4575;2,2306;0,1414;0,4749;0,2261;3,4791;0,4515;0,1090;0,3784;0,4863;0,9574;1,8089;1,8980;1,0247;5,0744;0,0569;0,2155;0,2962;1,3880;0,7293;0,0966;2,5375;0,2430;0,3248;3,7500;47;/A/NBP/2008;6.03.2008
7.03.2008;0,0735;2,3189;2,1611;0,2979;2,3598;1,8483;1,6700;3,5702;1,3421;2,2722;4,6681;0,4597;2,2735;0,1416;0,4791;0,2282;3,4029;0,4522;0,1093;0,3801;0,4904;0,9569;1,8254;1,8556;1,0340;5,1267;0,0568;0,2141;0,2884;1,3694;0,7312;0,0973;2,5575;0,2421;0,3261;3,7713;48;/A/NBP/2008;7.03.2008
10.03.2008;0,0737;2,3213;2,1483;0,2981;2,3519;1,8404;1,6717;3,5700;1,3465;2,2717;4,6869;0,4603;2,2781;0,1423;0,4787;0,2282;3,4013;0,4530;0,1100;0,3800;0,4905;0,9584;1,8253;1,8642;1,0339;5,1249;0,0565;0,2142;0,2892;1,3795;0,7257;0,0974;2,5566;0,2405;0,3267;3,7663;49;/A/NBP/2008;10.03.2008
11.03.2008;0,0731;2,3028;2,1252;0,2956;2,3181;1,8374;1,6583;3,5458;1,3522;2,2593;4,6378;0,4572;2,2528;0,1413;0,4755;0,2266;3,3710;0,4499;0,1096;0,3772;0,4871;0,9579;1,8129;1,8468;1,0269;5,0872;0,0559;0,2123;0,2901;1,3503;0,7192;0,0965;2,5062;0,2372;0,3239;3,7540;50;/A/NBP/2008;11.03.2008
12.03.2008;0,0728;2,2915;2,1332;0,2940;2,3241;1,8377;1,6514;3,5280;1,3625;2,2246;4,6121;0,4554;2,2206;0,1410;0,4732;0,2255;3,3634;0,4476;0,1092;0,3758;0,4855;0,9581;1,8038;1,8856;1,0218;5,0624;0,0555;0,2128;0,2943;1,3543;0,7228;0,0962;2,4949;0,2358;0,3225;3,7368;51;/A/NBP/2008;12.03.2008
13.03.2008;0,0724;2,2741;2,1345;0,2921;2,3031;1,8367;1,6461;3,5445;1,3559;2,2548;4,6297;0,4518;2,2665;0,1412;0,4753;0,2265;3,2420;0,4478;0,1095;0,3755;0,4884;0,9527;1,8123;1,8326;1,0266;5,0846;0,0549;0,2106;0,2855;1,3543;0,7191;0,0961;2,4662;0,2315;0,3206;3,7268;52;/A/NBP/2008;13.03.2008
14.03.2008;0,0720;2,2664;2,1388;0,2913;2,3018;1,8554;1,6402;3,5307;1,3724;2,2436;4,5998;0,4504;2,2548;0,1405;0,4735;0,2257;3,2207;0,4439;0,1093;0,3736;0,4862;0,9524;1,8052;1,8467;1,0226;5,0641;0,0546;0,2106;0,2861;1,3402;0,7167;0,0958;2,4476;0,2273;0,3197;3,7136;53;/A/NBP/2008;14.03.2008
17.03.2008;0,0721;2,2560;2,0887;0,2904;2,2830;1,8179;1,6484;3,5613;1,3626;2,2957;4,5489;0,4514;2,3264;0,1416;0,4774;0,2276;3,0570;0,4430;0,1098;0,3764;0,4904;0,9480;1,8208;1,7800;1,0315;5,1073;0,0540;0,2110;0,2773;1,3179;0,7105;0,0960;2,4274;0,2204;0,3186;3,7432;54;/A/NBP/2008;17.03.2008
18.03.2008;0,0721;2,2440;2,0787;0,2888;2,2582;1,8154;1,6290;3,5420;1,3684;2,2727;4,5087;0,4479;2,2968;0,1404;0,4749;0,2264;2,8853;0,4397;0,1093;0,3741;0,4882;0,9483;1,8110;1,7940;1,0259;5,0840;0,0541;0,2083;0,2776;1,3033;0,7071;0,0955;2,4390;0,2209;0,3170;3,7069;55;/A/NBP/2008;18.03.2008
19.03.2008;0,0721;2,2442;2,0876;0,2887;2,2588;1,8227;1,6248;3,5370;1,3734;2,2646;4,4960;0,4487;2,2863;0,1388;0,4742;0,2261;2,8930;0,4396;0,1087;0,3748;0,4874;0,9483;1,8084;1,8173;1,0244;5,0797;0,0539;0,2096;0,2784;1,3314;0,7135;0,0954;2,4321;0,2221;0,3176;3,7030;56;/A/NBP/2008;19.03.2008
20.03.2008;0,0727;2,2841;2,0713;0,2936;2,2279;1,8239;1,6285;3,5333;1,3752;2,2530;4,5145;0,4571;2,2827;0,1389;0,4737;0,2258;2,9035;0,4366;0,1081;0,3749;0,4865;0,9483;1,8065;1,8412;1,0233;5,0744;0,0551;0,2134;0,2822;1,3247;0,7127;0,0961;2,4838;0,2262;0,3239;3,6966;57;/A/NBP/2008;20.03.2008
21.03.2008;0,0731;2,2882;2,0646;0,2942;2,2323;1,8134;1,6468;3,5336;1,3720;2,2675;4,5406;0,4625;2,2995;0,1387;0,4737;0,2258;2,9066;0,4355;0,1082;0,3752;0,4866;0,9496;1,8067;1,8369;1,0234;5,0705;0,0550;0,2133;0,2802;1,3203;0,7171;0,0962;2,4757;0,2281;0,3244;3,7323;58;/A/NBP/2008;21.03.2008
25.03.2008;0,0719;2,2688;2,0729;0,2917;2,2367;1,8244;1,6410;3,5280;1,3762;2,2392;4,5187;0,4537;2,2563;0,1386;0,4730;0,2255;2,9667;0,4364;0,1082;0,3745;0,4859;0,9517;1,8038;1,8333;1,0218;5,0668;0,0546;0,2125;0,2812;1,3005;0,7142;0,0957;2,4662;0,2320;0,3218;3,7264;59;/A/NBP/2008;25.03.2008
26.03.2008;0,0718;2,2489;2,0614;0,2889;2,2137;1,8072;1,6291;3,5346;1,3773;2,2486;4,5055;0,4496;2,2634;0,1382;0,4738;0,2259;2,9300;0,4390;0,1085;0,3758;0,4867;0,9509;1,8072;1,7760;1,0237;5,0741;0,0540;0,2101;0,2781;1,2959;0,7091;0,0954;2,4442;0,2282;0,3200;3,7099;60;/A/NBP/2008;26.03.2008
27.03.2008;0,0713;2,2356;2,0586;0,2873;2,1853;1,7968;1,6171;3,5260;1,3771;2,2441;4,4917;0,4469;2,2456;0,1391;0,4728;0,2254;2,9932;0,4400;0,1085;0,3752;0,4855;0,9495;1,8028;1,7723;1,0212;5,0588;0,0534;0,2090;0,2789;1,2912;0,6974;0,0951;2,4265;0,2261;0,3187;3,6871;61;/A/NBP/2008;27.03.2008
28.03.2008;0,0713;2,2363;2,0579;0,2870;2,1940;1,7956;1,6192;3,5270;1,3727;2,2444;4,4589;0,4480;2,2288;0,1396;0,4729;0,2254;2,8624;0,4392;0,1082;0,3754;0,4853;0,9488;1,8033;1,7519;1,0215;5,0574;0,0535;0,2088;0,2790;1,2832;0,6968;0,0950;2,4239;0,2251;0,3185;3,6790;62;/A/NBP/2008;28.03.2008
31.03.2008;0,0712;2,2305;2,0386;0,2864;2,1842;1,7609;1,6142;3,5258;1,3596;2,2446;4,4266;0,4457;2,2429;0,1392;0,4729;0,2253;2,8642;0,4388;0,1081;0,3758;0,4850;0,9454;1,8027;1,6943;1,0211;5,0527;0,0535;0,2083;0,2746;1,2785;0,6990;0,0949;2,4139;0,2248;0,3177;3,6740;63;/A/NBP/2008;31.03.2008
1.04.2008;0,0709;2,2390;2,0372;0,2876;2,1807;1,7533;1,6228;3,5110;1,3534;2,2310;4,4289;0,4476;2,2350;0,1394;0,4709;0,2244;2,9375;0,4353;0,1081;0,3743;0,4827;0,9409;1,7951;1,6912;1,0169;5,0286;0,0538;0,2105;0,2762;1,2750;0,6980;0,0950;2,4301;0,2274;0,3193;3,6515;64;/A/NBP/2008;1.04.2008
