data;Australia;Austria;Belgia;CHRL;Dania;Finlandia;Francja;Grecja;Hiszpania;Holandia;Indie;Iran;Iran;Irlandia;Japonia;Jugosławia;Kanada;Kuwejt;100Liban;Libia;Luksemburg;Norwegia;Portugalia;RFN;USA;Szwajcaria;Szwecja;Turcja;W. Brytania;Włochy;ECU;SDR;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nr. tab;
;1dolar;1szyling;1frank;1CHF  cl.;1korona;1marka;1frank;100drachm;100peset;1gulden;1rupia;1rial;1dolar cl.;1funt;100yenów;1nowy dinar;1dolar;1dinar;100funtów;1dinar;1frank;1korona;100escudo;1marka;1dolar;1frank;1korona;100lirów;1funt;100lirów;1ECU;1SDR;;
28.04.1992;10350,00;1178,00;403,00;8967,00;2145,00;3052,00;2459,00;7068,00;13228,00;7370,00;382,00;204,00;11504,00;22153,00;10313,00;41,00;11496,00;47595,00;886,00;48205,00;403,00;2123,00;9811,00;8293,00;13695,00;8967,00;2298,00;210,00;24377,00;1103,00;17012,00;18770,00;83;/92
29.04.1992;10405,00;1176,00;402,00;9009,00;2140,00;3042,00;2454,00;7082,00;13216,00;7354,00;384,00;205,00;11546,00;22103,00;10307,00;42,00;11497,00;47771,00;881,00;48383,00;402,00;2121,00;9823,00;8276,00;13746,00;9009,00;2294,00;210,00;24329,00;1101,00;17004,00;18881,00;84;/92
30.04.1992;10436,00;1179,00;403,00;9034,00;2146,00;3051,00;2461,00;7090,00;13220,00;7375,00;384,00;205,00;11532,00;22165,00;10286,00;41,00;11488,00;47714,00;858,00;48325,00;403,00;2124,00;9842,00;8299,00;13729,00;9034,00;2298,00;208,00;24347,00;1104,00;17032,00;18812,00;85;/92
4.05.1992;10421,00;1179,00;403,00;9025,00;2144,00;3051,00;2459,00;7077,00;13220,00;7375,00;385,00;206,00;11563,00;22145,00;10305,00;42,00;11505,00;47840,00;860,00;48453,00;403,00;2124,00;9861,00;8293,00;13765,00;9025,00;2298,00;209,00;24325,00;1104,00;17022,00;18880,00;86;/92
5.05.1992;10361,00;1183,00;405,00;9105,00;2152,00;3062,00;2469,00;7089,00;13276,00;7398,00;388,00;205,00;11524,00;22217,00;10334,00;41,00;11524,00;47678,00;857,00;48288,00;405,00;2132,00;9913,00;8323,00;13719,00;9105,00;2308,00;207,00;24424,00;1108,00;17084,00;18847,00;87;/92
6.05.1992;10364,00;1188,00;406,00;9109,00;2161,00;3075,00;2481,00;7096,00;13329,00;7428,00;383,00;204,00;11503,00;22304,00;10292,00;42,00;11493,00;47594,00;856,00;48203,00;406,00;2139,00;9970,00;8357,00;13695,00;9109,00;2317,00;206,00;24394,00;1113,00;17142,00;18853,00;88;/92
7.05.1992;10363,00;1190,00;407,00;9093,00;2166,00;3080,00;2486,00;7120,00;13347,00;7440,00;383,00;204,00;11496,00;22347,00;10329,00;42,00;11447,00;47562,00;855,00;48172,00;407,00;2144,00;10023,00;8373,00;13686,00;9093,00;2321,00;206,00;24478,00;1113,00;17176,00;18843,00;89;/92
8.05.1992;10297,00;1190,00;407,00;9092,00;2168,00;3083,00;2489,00;7115,00;13387,00;7444,00;383,00;208,00;11497,00;22361,00;10351,00;42,00;11424,00;47568,00;855,00;48866,00;407,00;2146,00;10011,00;8378,00;13687,00;9092,00;2324,00;206,00;24604,00;1114,00;17208,00;1882,00;90;/92
11.05.1992;10295,00;1192,00;408,00;9052,00;2170,00;3089,00;2492,00;7118,00;13406,00;7453,00;383,00;208,00;11500,00;22407,00;10323,00;42,00;11410,00;47580,00;856,00;48878,00;408,00;2149,00;10059,00;8389,00;13691,00;9052,00;2328,00;206,00;24681,00;1114,00;17243,00;18910,00;91;/92
12.05.1992;10312,00;1189,00;407,00;9009,00;2163,00;3082,00;2489,00;7097,00;13391,00;7436,00;389,00;209,00;11553,00;22364,00;10328,00;42,00;11421,00;47801,00;860,00;49104,00;407,00;2145,00;10052,00;8369,00;13754,00;9009,00;2326,00;205,00;24649,00;1111,00;17203,00;19000,00;92;/92
13.05.1992;10310,00;1194,00;408,00;9081,00;2175,00;3096,00;2503,00;7123,00;13463,00;7466,00;387,00;208,00;11512,00;22457,00;10358,00;42,00;11382,00;47631,00;857,00;48930,00;408,00;2154,00;10102,00;8404,00;13705,00;9081,00;2335,00;204,00;24707,00;1117,00;17294,00;18867,00;93;/92
14.05.1992;10275,00;1200,00;410,00;9148,00;2187,00;3110,00;2515,00;7142,00;13533,00;7501,00;386,00;207,00;11461,00;22566,00;10515,00;42,00;11339,00;47416,00;922,00;48710,00;410,00;2165,00;10164,00;8442,00;13644,00;9148,00;2346,00;204,00;24847,00;1122,00;17358,00;18863,00;94;/92
15.05.1992;10325,00;1202,00;411,00;9220,00;2191,00;3115,00;2520,00;7150,00;13544,00;7518,00;386,00;207,00;11449,00;22607,00;10473,00;42,00;11336,00;47368,00;921,00;48660,00;411,00;2169,00;10177,00;8460,00;13630,00;9220,00;2350,00;204,00;24849,00;1123,00;17385,00;18983,00;95;/92
18.05.1992;10339,00;1201,00;411,00;9205,00;2190,00;3112,00;2517,00;7143,00;13529,00;7508,00;385,00;208,00;11484,00;22579,00;10499,00;42,00;11301,00;47513,00;871,00;48809,00;411,00;2165,00;10174,00;8450,00;13672,00;9205,00;2347,00;204,00;24844,00;1123,00;17356,00;19054,00;96;/92
19.05.1992;10323,00;1209,00;414,00;9221,00;2205,00;3131,00;2534,00;7173,00;13625,00;7560,00;383,00;206,00;11415,00;22740,00;10540,00;42,00;11364,00;47228,00;824,00;48516,00;414,00;2181,00;10255,00;8510,00;13589,00;9221,00;2363,00;203,00;24953,00;1131,00;17483,00;18900,00;97;/92
20.05.1992;10290,00;1212,00;414,00;9292,00;2208,00;3138,00;2537,00;7175,00;13635,00;7571,00;386,00;206,00;11403,00;22758,00;10514,00;42,00;11363,00;47179,00;780,00;48466,00;414,00;2185,00;10267,00;8527,00;13575,00;9292,00;2368,00;203,00;24978,00;1133,00;17512,00;19016,00;98;/92
21.05.1992;10289,00;1211,00;414,00;9284,00;2205,00;3136,00;2535,00;7166,00;13622,00;7570,00;387,00;207,00;11430,00;22754,00;10511,00;43,00;11388,00;47290,00;808,00;48579,00;414,00;2184,00;10238,00;8525,00;13607,00;9284,00;2366,00;204,00;24967,00;1133,00;17510,00;19079,00;99;/92
22.05.1992;10372,00;1207,00;413,00;9246,00;2199,00;3125,00;2525,00;7136,00;13593,00;7541,00;386,00;212,00;11502,00;22696,00;10516,00;43,00;11464,00;47587,00;853,00;49308,00;413,00;2177,00;10197,00;8491,00;13693,00;9246,00;2358,00;205,00;24937,00;1128,00;17454,00;19161,00;100;/92
25.05.1992;10408,00;1205,00;412,00;9229,00;2197,00;3123,00;2525,00;7111,00;13586,00;7533,00;385,00;213,00;11537,00;22688,00;10575,00;43,00;11496,00;47734,00;856,00;49460,00;412,00;2175,00;10211,00;8481,00;13735,00;9229,00;2355,00;203,00;24923,00;1126,00;17408,00;19127,00;101;/92
26.05.1992;10409,00;1208,00;413,00;9238,00;2202,00;3130,00;2529,00;7131,00;13620,00;7551,00;385,00;213,00;11527,00;22735,00;10614,00;42,00;11464,00;47691,00;832,00;49415,00;413,00;2179,00;10245,00;8502,00;13723,00;9238,00;2361,00;202,00;24959,00;1128,00;17470,00;19083,00;102;/92
27.05.1992;10390,00;1211,00;414,00;9272,00;2206,00;3138,00;2535,00;7155,00;13640,00;7566,00;384,00;212,00;11510,00;22791,00;10632,00;42,00;11385,00;47619,00;804,00;49341,00;414,00;2185,00;10266,00;8520,00;13702,00;9272,00;2366,00;202,00;25058,00;1130,00;17508,00;19054,00;103;/92
28.05.1992;10458,00;1203,00;411,00;9260,00;2195,00;3119,00;2521,00;7113,00;13578,00;7518,00;386,00;214,00;11615,00;22660,00;10611,00;43,00;11479,00;48054,00;823,00;49792,00;411,00;2172,00;10209,00;8465,00;13827,00;9260,00;2351,00;204,00;24914,00;1124,00;17423,00;19317,00;104;/92
29.05.1992;10475,00;1201,00;411,00;9339,00;2191,00;3124,00;2524,00;7107,00;13596,00;7525,00;386,00;214,00;11615,00;22682,00;10648,00;43,00;11493,00;48053,00;835,00;49791,00;411,00;2168,00;10215,00;8475,00;13827,00;9339,00;2354,00;202,00;24891,00;1126,00;17430,00;19161,00;105;/92
1.06.1992;10425,00;1211,00;414,00;9394,00;2216,00;3141,00;2539,00;7137,00;13682,00;7568,00;384,00;213,00;11549,00;22804,00;10720,00;42,00;11413,00;47781,00;818,00;49509,00;414,00;2187,00;10289,00;8525,00;13749,00;9394,00;2368,00;200,00;25038,00;1132,00;17530,00;19071,00;106;/92
2.06.1992;10381,00;1217,00;416,00;9438,00;2226,00;3155,00;2548,00;7138,00;13735,00;7602,00;385,00;212,00;11508,00;22887,00;10793,00;42,00;11372,00;47614,00;801,00;49335,00;416,00;2196,00;10344,00;8563,00;13700,00;9438,00;2378,00;201,00;25115,00;1137,00;17601,00;19129,00;107;/92
3.06.1992;10437,00;1214,00;415,00;9387,00;2221,00;3144,00;2542,00;7118,00;13710,00;7584,00;386,00;213,00;11569,00;22841,00;10797,00;43,00;11432,00;47866,00;787,00;49597,00;415,00;2191,00;10336,00;8542,00;13773,00;9387,00;2373,00;202,00;25046,00;1134,00;17550,00;19322,00;108;/92
4.06.1992;10478,00;1217,00;416,00;9386,00;2217,00;3149,00;2544,00;7124,00;13712,00;7604,00;385,00;213,00;11562,00;22868,00;10787,00;43,00;11465,00;47836,00;773,00;49565,00;416,00;2194,00;10320,00;8565,00;13764,00;9386,00;2376,00;200,00;25062,00;1135,00;17554,00;19232,00;109;/92
5.06.1992;10513,00;1219,00;417,00;9348,00;2222,00;3151,00;2548,00;7127,00;13701,00;7616,00;385,00;211,00;11572,00;22873,00;10754,00;43,00;11495,00;47879,00;781,00;49699,00;417,00;2197,00;10330,00;8579,00;13777,00;9348,00;2378,00;201,00;25035,00;1135,00;17584,00;19274,00;110;/92
8.06.1992;10474,00;1224,00;418,00;9424,00;2231,00;3160,00;2557,00;7138,00;13676,00;7646,00;384,00;210,00;11536,00;22961,00;10795,00;43,00;11457,00;47727,00;783,00;49542,00;418,00;2205,00;10300,00;8612,00;13733,00;9424,00;2385,00;200,00;25088,00;1139,00;17652,00;19202,00;111;/92
9.06.1992;10478,00;1225,00;419,00;9467,00;2234,00;3164,00;2560,00;7141,00;13670,00;7654,00;384,00;210,00;11534,00;23004,00;10785,00;43,00;11518,00;47721,00;767,00;49535,00;419,00;2208,00;10347,00;8622,00;13731,00;9467,00;2390,00;200,00;25121,00;1140,00;17658,00;19272,00;112;/92
10.06.1992;10470,00;1229,00;420,00;9464,00;2238,00;3170,00;2566,00;7143,00;13694,00;7680,00;387,00;210,00;11513,00;23054,00;10770,00;43,00;11483,00;47631,00;774,00;49443,00;420,00;2212,00;10364,00;8651,00;13705,00;9464,00;2394,00;119,00;25194,00;1142,00;17710,00;19247,00;113;/92
11.06.1992;10485,00;1226,00;419,00;9460,00;2238,00;3167,00;2564,00;7131,00;13713,00;7657,00;388,00;211,00;11563,00;23027,00;10798,00;43,00;11522,00;47840,00;773,00;49659,00;419,00;2207,00;10384,00;8625,00;13766,00;9460,00;2390,00;200,00;25202,00;1141,00;17675,00;19369,00;114;/92
12.06.1992;10475,00;1228,00;420,00;9499,00;2242,00;3170,00;2567,00;7127,00;13719,00;7675,00;388,00;211,00;11554,00;23083,00;10780,00;43,00;11510,00;47803,00;773,00;49621,00;420,00;2211,00;10399,00;8644,00;13755,00;9499,00;2394,00;200,00;25206,00;1142,00;17725,00;19294,00;115;/92
15.06.1992;10408,00;1235,00;422,00;9592,00;2254,00;3186,00;2581,00;7148,00;13785,00;7717,00;386,00;210,00;11488,00;23215,00;10803,00;43,00;11471,00;47529,00;768,00;49336,00;422,00;2222,00;10473,00;8691,00;13676,00;9592,00;2406,00;199,00;25345,00;1148,00;17798,00;19205,00;116;/92
16.06.1992;10327,00;1237,00;423,00;9682,00;2259,00;3192,00;2586,00;7152,00;13818,00;7730,00;385,00;209,00;11474,00;23266,00;10797,00;43,00;11460,00;47472,00;767,00;49277,00;423,00;2225,00;10483,00;8707,00;13660,00;9682,00;2410,00;199,00;25366,00;1150,00;17828,00;19293,00;117;/92
17.06.1992;10307,00;1236,00;423,00;9654,00;2260,00;3192,00;2584,00;7145,00;13803,00;7725,00;386,00;210,00;11503,00;23261,00;10783,00;43,00;11440,00;47591,00;774,00;49400,00;423,00;2224,00;10469,00;8703,00;13694,00;9654,00;2409,00;200,00;25378,00;1150,00;17826,00;19369,00;118;/92
19.06.1992;10323,00;1239,00;424,00;9683,00;2265,00;3201,00;2591,00;7148,00;13858,00;7741,00;386,00;212,00;11489,00;23304,00;10801,00;43,00;11434,00;47532,00;779,00;50135,00;424,00;2230,00;10492,00;8721,00;13677,00;9683,00;2415,00;199,00;25441,00;1153,00;17874,00;19309,00;119;/92
22.06.1992;10320,00;1236,00;424,00;9647,00;2263,00;3198,00;2590,00;7156,00;13862,00;7743,00;388,00;212,00;11507,00;23282,00;10795,00;43,00;11431,00;47610,00;835,00;50218,00;424,00;2228,00;10500,00;8723,00;13699,00;9647,00;2412,00;199,00;25487,00;1152,00;17873,00;19358,00;120;/92
23.06.1992;10274,00;1241,00;424,00;9675,00;2267,00;3204,00;2593,00;7169,00;13891,00;7750,00;389,00;213,00;11511,00;23349,00;10787,00;44,00;11444,00;47624,00;818,00;50232,00;424,00;2232,00;10512,00;8731,00;13703,00;9675,00;2418,00;198,00;25514,00;1155,00;17889,00;19350,00;121;/92
24.06.1992;10302,00;1244,00;425,00;9681,00;2277,00;3214,00;2600,00;7203,00;13911,00;7771,00;388,00;212,00;11499,00;23408,00;10759,00;43,00;11455,00;47575,00;796,00;50181,00;425,00;2238,00;10532,00;8754,00;13689,00;9681,00;2424,00;198,00;25530,00;1158,00;17946,00;19343,00;122;/92
25.06.1992;10288,00;1245,00;426,00;9694,00;2280,00;3220,00;2603,00;7231,00;13895,00;7782,00;388,00;212,00;11501,00;23424,00;10774,00;44,00;11430,00;47582,00;810,00;50187,00;426,00;2241,00;10564,00;8767,00;13691,00;9694,00;2427,00;198,00;25548,00;1158,00;17977,00;19379,00;123;/92
26.06.1992;10233,00;1252,00;428,00;9760,00;2293,00;3238,00;2618,00;7254,00;13999,00;7825,00;385,00;211,00;11434,00;23512,00;10768,00;44,00;11399,00;47304,00;808,00;49895,00;428,00;2254,00;10614,00;8816,00;13611,00;9760,00;2440,00;197,00;25706,00;1165,00;18071,00;19277,00;124;/92
29.06.1992;10185,00;1252,00;428,00;9805,00;2297,00;3240,00;2622,00;7260,00;14003,00;7826,00;384,00;211,00;11441,00;23537,00;10815,00;44,00;11408,00;47337,00;804,00;49929,00;428,00;2255,00;10634,00;8818,00;13621,00;9805,00;2443,00;197,00;25724,00;1167,00;18101,00;19397,00;125;/92
30.06.1992;10090,00;1263,00;432,00;9881,00;2314,00;3265,00;2645,00;7306,00;14086,00;7891,00;377,00;210,00;11350,00;23709,00;10831,00;44,00;11325,00;46959,00;790,00;49531,00;432,00;2272,00;10662,00;8892,00;13512,00;9881,00;2461,00;195,00;25786,00;1176,00;18215,00;19264,00;126;/92
1.07.1992;10125,00;1262,00;432,00;9843,00;2312,00;3259,00;2642,00;7300,00;14060,00;7881,00;379,00;210,00;11393,00;23678,00;10769,00;44,00;11323,00;47135,00;795,00;49716,00;432,00;2270,00;10641,00;8882,00;13563,00;9843,00;2459,00;197,00;25750,00;1175,00;18202,00;19481,00;127;/92
2.07.1992;10072,00;1266,00;433,00;9907,00;2317,00;3271,00;2649,00;7329,00;14113,00;7911,00;378,00;210,00;11355,00;23779,00;10814,00;68,00;11241,00;46981,00;793,00;49554,00;433,00;2276,00;10663,00;8915,00;13518,00;9907,00;2466,00;196,00;25828,00;1178,00;18256,00;19348,00;128;/92
3.07.1992;10072,00;1265,00;433,00;9906,00;2315,00;3269,00;2646,00;7316,00;14088,00;7901,00;381,00;210,00;11387,00;23767,00;10869,00;68,00;11270,00;47114,00;797,00;49694,00;433,00;2274,00;10669,00;8905,00;13557,00;9906,00;2465,00;197,00;25842,00;1175,00;18255,00;19478,00;129;/92
6.07.1992;10076,00;1269,00;434,00;9975,00;2325,00;3278,00;2654,00;7325,00;14128,00;7923,00;381,00;215,00;11360,00;23819,00;10855,00;68,00;11254,00;47002,00;793,00;50239,00;434,00;2280,00;10708,00;8930,00;13524,00;9975,00;2472,00;196,00;25899,00;1179,00;18346,00;19415,00;130;/92
7.07.1992;10080,00;1270,00;434,00;9980,00;2326,00;3278,00;2654,00;7331,00;14152,00;7932,00;381,00;215,00;11374,00;23844,00;10898,00;68,00;11257,00;47059,00;783,00;50300,00;434,00;2281,00;10701,00;8940,00;13541,00;9980,00;2473,00;196,00;25856,00;1181,00;18311,00;19438,00;131;/92
8.07.1992;10018,00;1278,00;437,00;10027,00;2338,00;3298,00;2672,00;7354,00;14225,00;7977,00;378,00;214,00;11310,00;23971,00;10858,00;67,00;11247,00;46795,00;759,00;50018,00;437,00;2294,00;10737,00;8992,00;13465,00;10027,00;2487,00;195,00;25959,00;1190,00;18440,00;19377,00;132;/92
9.07.1992;9992,00;1286,00;440,00;10035,00;2353,00;3315,00;2688,00;7369,00;14315,00;8031,00;375,00;213,00;11251,00;24137,00;10815,00;67,00;11244,00;46548,00;763,00;49754,00;440,00;2309,00;10756,00;9054,00;13394,00;10035,00;2503,00;194,00;25977,00;1198,00;18416,00;19372,00;133;/92
10.07.1992;10084,00;1278,00;437,00;9953,00;2337,00;3294,00;2668,00;7355,00;14169,00;7980,00;379,00;215,00;11373,00;23985,00;10814,00;68,00;11336,00;47055,00;776,00;50296,00;437,00;2292,00;10670,00;8996,00;13540,00;9953,00;2485,00;196,00;25839,00;1189,00;18404,00;19668,00;134;/92
13.07.1992;10122,00;1278,00;437,00;9927,00;2338,00;3290,00;2667,00;7353,00;14152,00;7979,00;380,00;215,00;11393,00;23997,00;10788,00;68,00;11392,00;47137,00;777,00;50383,00;437,00;2292,00;10671,00;8997,00;13563,00;9927,00;2483,00;195,00;25894,00;1188,00;18386,00;19532,00;135;/92
14.07.1992;10047,00;1288,00;440,00;10003,00;2355,00;3311,00;2686,00;7391,00;14229,00;8041,00;377,00;214,00;11314,00;24169,00;10746,00;67,00;11292,00;46812,00;767,00;50036,00;440,00;2308,00;10683,00;9069,00;13470,00;10003,00;2499,00;194,00;25908,00;1198,00;18540,00;19256,00;136;/92
15.07.1992;10057,00;1290,00;441,00;10044,00;2360,00;3314,00;2690,00;7388,00;14265,00;8053,00;378,00;214,00;11318,00;24200,00;10792,00;67,00;11294,00;46828,00;768,00;50053,00;441,00;2311,00;10669,00;9080,00;13474,00;10044,00;2503,00;195,00;25887,00;1199,00;18532,00;19494,00;137;/92
16.07.1992;10029,00;1291,00;441,00;10046,00;2358,00;3317,00;2691,00;7399,00;14262,00;8060,00;378,00;214,00;11328,00;24215,00;10776,00;67,00;11298,00;46867,00;747,00;50094,00;441,00;2312,00;10680,00;9090,00;13485,00;10046,00;2504,00;195,00;25904,00;1198,00;18552,00;19521,00;138;/92
17.07.1992;10036,00;1292,00;441,00;10072,00;2362,00;3328,00;2692,00;7388,00;14244,00;8064,00;378,00;214,00;11335,00;24231,00;10797,00;67,00;11329,00;46789,00;737,00;50787,00;441,00;2313,00;10679,00;9096,00;13494,00;10072,00;2505,00;195,00;25940,00;1195,00;18493,00;19525,00;139;/92
20.07.1992;9991,00;1297,00;443,00;10184,00;2369,00;3338,00;2702,00;7419,00;14259,00;8094,00;376,00;214,00;11286,00;24309,00;10744,00;67,00;11283,00;46586,00;717,00;50566,00;443,00;2321,00;10735,00;9129,00;13435,00;10184,00;2514,00;194,00;26088,00;1202,00;18609,00;19443,00;140;/92
21.07.1992;9987,00;1304,00;445,00;10403,00;2380,00;3343,00;2710,00;7460,00;14277,00;8135,00;376,00;212,00;11226,00;24409,00;10717,00;67,00;11243,00;46339,00;713,00;50298,00;445,00;2332,00;10745,00;9176,00;13364,00;10403,00;2524,00;194,00;26051,00;1205,00;18696,00;19416,00;141;/92
22.07.1992;10154,00;1289,00;440,00;10189,00;2354,00;3305,00;2683,00;7392,00;14121,00;8043,00;383,00;216,00;11437,00;24150,00;10820,00;68,00;11430,00;47211,00;726,00;51245,00;440,00;2305,00;10629,00;9069,00;13616,00;10189,00;2495,00;198,00;25792,00;1191,00;18500,00;19860,00;142;/92
23.07.1992;10140,00;1294,00;442,00;10276,00;2365,00;3321,00;2698,00;7418,00;14193,00;8079,00;382,00;216,00;11390,00;24262,00;10727,00;68,00;11394,00;47017,00;723,00;51034,00;442,00;2315,00;10667,00;9110,00;13560,00;10276,00;2505,00;194,00;25838,00;1199,00;18578,00;19496,00;143;/92
24.07.1992;10146,00;1295,00;443,00;10295,00;2366,00;3326,00;2701,00;7424,00;14286,00;8085,00;382,00;216,00;11396,00;24296,00;10703,00;68,00;11428,00;47041,00;724,00;51060,00;443,00;2318,00;10712,00;9117,00;13567,00;10295,00;2510,00;194,00;25881,00;1203,00;18582,00;19568,00;144;/92
27.07.1992;10137,00;1297,00;443,00;10312,00;2370,00;3329,00;2700,00;7422,00;14319,00;8092,00;382,00;216,00;11395,00;24338,00;10650,00;68,00;11403,00;47038,00;724,00;51057,00;443,00;2321,00;10741,00;9126,00;13566,00;10312,00;2512,00;194,00;25983,00;1203,00;18596,00;19556,00;145;/92
28.07.1992;10098,00;1298,00;443,00;10304,00;2373,00;3333,00;2705,00;7435,00;14364,00;8097,00;382,00;216,00;11401,00;24382,00;10629,00;68,00;11419,00;47064,00;682,00;51085,00;443,00;2325,00;10775,00;9132,00;13573,00;10304,00;2517,00;193,00;26062,00;1208,00;18652,00;19575,00;146;/92
29.07.1992;10078,00;1302,00;445,00;10348,00;2381,00;3344,00;2712,00;7452,00;14413,00;8123,00;382,00;215,00;11379,00;24444,00;10610,00;68,00;11403,00;46973,00;667,00;50986,00;445,00;2331,00;10784,00;9163,00;13547,00;10348,00;2525,00;193,00;26067,00;1210,00;18704,00;19523,00;147;/92
30.07.1992;10067,00;1305,00;446,00;10359,00;2387,00;3351,00;2718,00;7468,00;14438,00;8143,00;381,00;215,00;11367,00;24498,00;10617,00;68,00;11397,00;46923,00;667,00;50931,00;446,00;2337,00;10819,00;9185,00;13532,00;10359,00;2530,00;193,00;26119,00;1215,00;18730,00;19541,00;148;/92
31.07.1992;10145,00;1301,00;444,00;10273,00;2381,00;3342,00;2713,00;7464,00;14403,00;8119,00;384,00;215,00;11440,00;24401,00;10667,00;68,00;11491,00;47221,00;641,00;51025,00;444,00;2331,00;10786,00;9156,00;13618,00;10273,00;2523,00;194,00;26079,00;1210,00;18696,00;19694,00;149;/92
3.08.1992;10112,00;1306,00;446,00;10310,00;2388,00;3351,00;2720,00;7475,00;14408,00;8151,00;383,00;215,00;11416,00;24470,00;10664,00;68,00;11493,00;47123,00;628,00;50919,00;446,00;2337,00;10806,00;9189,00;13590,00;10310,00;2530,00;192,00;26090,00;1215,00;18712,00;19580,00;150;/92
4.08.1992;10114,00;1307,00;446,00;10324,00;2391,00;3356,00;2724,00;7477,00;14448,00;8157,00;384,00;215,00;11421,00;24489,00;10682,00;68,00;11486,00;47144,00;619,00;50941,00;446,00;2339,00;10815,00;9197,00;13596,00;10324,00;2533,00;193,00;26137,00;1218,00;18748,00;19636,00;151;/92
5.08.1992;10116,00;1308,00;447,00;10289,00;2393,00;3360,00;2726,00;7484,00;14454,00;8167,00;384,00;215,00;11438,00;24534,00;10698,00;68,00;11501,00;47213,00;602,00;51016,00;447,00;2342,00;10818,00;9206,00;13616,00;10289,00;2535,00;193,00;26120,00;1218,00;18773,00;19674,00;152;/92
6.08.1992;10066,00;1310,00;448,00;10288,00;2396,00;3363,00;2729,00;7503,00;14448,00;8178,00;385,00;215,00;11446,00;24547,00;10700,00;68,00;11506,00;47247,00;604,00;51052,00;448,00;2343,00;10806,00;9220,00;13626,00;10288,00;2538,00;193,00;26093,00;1219,00;18802,00;19676,00;153;/92
7.08.1992;10098,00;1308,00;447,00;10262,00;2391,00;3360,00;2725,00;7487,00;14423,00;8165,00;387,00;216,00;11496,00;24492,00;10728,00;68,00;11549,00;47455,00;604,00;51278,00;447,00;2339,00;10778,00;9204,00;13686,00;10262,00;2534,00;193,00;26049,00;1217,00;18766,00;19761,00;154;/92
10.08.1992;10066,00;1312,00;448,00;10297,00;2397,00;3368,00;2734,00;7507,00;14480,00;8191,00;386,00;215,00;11465,00;24576,00;10671,00;68,00;11532,00;47328,00;590,00;51140,00;448,00;2346,00;10823,00;9235,00;13649,00;10297,00;2542,00;192,00;26143,00;1220,00;18837,00;19651,00;155;/92
11.08.1992;10038,00;1316,00;450,00;10328,00;2405,00;3384,00;2740,00;7519,00;14510,00;8218,00;385,00;215,00;11440,00;24637,00;10646,00;68,00;11492,00;47224,00;569,00;51028,00;450,00;2353,00;10850,00;9265,00;13619,00;10328,00;2550,00;192,00;26201,00;1225,00;18887,00;19653,00;156;/92
12.08.1992;9936,00;1321,00;451,00;10340,00;2413,00;3396,00;2746,00;7533,00;14558,00;8245,00;384,00;215,00;11415,00;24699,00;10640,00;68,00;11458,00;47120,00;533,00;50916,00;451,00;2360,00;10886,00;9296,00;13589,00;10340,00;2558,00;191,00;26280,00;1229,00;18937,00;19649,00;157;/92
13.08.1992;9763,00;1320,00;451,00;10306,00;2410,00;3391,00;2740,00;7527,00;14525,00;8236,00;385,00;215,00;11460,00;24665,00;10675,00;68,00;11434,00;47304,00;495,00;51114,00;451,00;2357,00;10866,00;9287,00;13642,00;10306,00;2555,00;192,00;26246,00;1227,00;18924,00;19777,00;158;/92
14.08.1992;9791,00;1323,00;452,00;10308,00;2415,00;3395,00;2745,00;7531,00;14545,00;8260,00;385,00;217,00;11451,00;24713,00;10699,00;68,00;11439,00;47267,00;562,00;51363,00;452,00;2361,00;10867,00;9312,00;13632,00;10308,00;2559,00;192,00;26250,00;1226,00;18967,00;19716,00;159;/92
17.08.1992;9814,00;1326,00;453,00;10342,00;2420,00;3399,00;2752,00;7529,00;14554,00;8276,00;384,00;217,00;11441,00;24769,00;10813,00;68,00;11403,00;47228,00;580,00;51320,00;453,00;2366,00;10878,00;9330,00;13620,00;10342,00;2563,00;191,00;26289,00;1228,00;18920,00;19731,00;160;/92
18.08.1992;9874,00;1324,00;452,00;10364,00;2418,00;3396,00;2749,00;7581,00;14534,00;8267,00;386,00;218,00;11479,00;24756,00;10840,00;68,00;11442,00;47384,00;582,00;51490,00;452,00;2364,00;10872,00;9317,00;13666,00;10364,00;2560,00;192,00;26265,00;1227,00;18956,00;19857,00;161;/92
19.08.1992;9807,00;1329,00;454,00;10397,00;2424,00;3410,00;2756,00;7559,00;14577,00;8296,00;385,00;217,00;11450,00;24832,00;10804,00;68,00;11398,00;47262,00;569,00;51358,00;454,00;2371,00;10893,00;9350,00;13630,00;10397,00;2568,00;191,00;26329,00;1232,00;19016,00;19766,00;162;/92
20.08.1992;9899,00;1329,00;454,00;10419,00;2424,00;3408,00;2756,00;7570,00;14568,00;8300,00;385,00;217,00;11465,00;24851,00;10797,00;68,00;11372,00;47324,00;569,00;51425,00;454,00;2370,00;10732,00;9356,00;13648,00;10419,00;2567,00;191,00;26302,00;1232,00;19019,00;19835,00;163;/92
21.08.1992;9846,00;1333,00;455,00;10519,00;2428,00;3413,00;2763,00;7566,00;14603,00;8321,00;384,00;217,00;11435,00;24911,00;10762,00;68,00;11424,00;47204,00;570,00;51295,00;455,00;2376,00;10767,00;9379,00;13614,00;10519,00;2574,00;191,00;26393,00;1234,00;19059,00;19770,00;164;/92
